Index,cityCode,pop1950,pop1955,pop1960,pop1965,pop1970,pop1975,pop1980,pop1985,pop1990,pop1995,pop2000,pop2005,pop2010,pop2015,pop2020,pop2025,pop2030
141,204222,5,7,9,13,18,25,35,49,69,96,134,188,262,362,461,552,646
142,204228,5,6,8,10,13,15,21,31,46,69,102,152,226,332,441,533,624
143,20365,32,49,75,112,183,292,415,578,777,1025,1351,1781,2349,3066,3759,4444,5158
144,20370,132,186,262,320,389,457,568,656,738,809,927,1056,1190,1337,1464,1554,1630
145,20373,163,228,318,389,477,543,623,756,831,859,924,1017,1137,1272,1389,1474,1547
146,20376,130,152,179,195,218,259,278,293,316,339,356,370,387,405,424,449,475
147,20377,263,317,382,439,489,524,544,555,592,620,656,687,716,744,775,817,861
148,20381,54,88,142,185,220,263,285,307,348,378,409,445,473,499,526,557,589
149,20382,125,148,176,202,270,273,283,331,374,410,432,454,472,489,509,537,568
150,20384,1343,1652,2031,2373,2684,2791,2824,2904,3154,3305,3429,3603,3791,3981,4158,4343,4517
151,20386,48,61,77,95,116,132,146,192,233,263,291,324,352,378,404,430,455
152,20387,282,342,415,482,581,676,729,803,918,988,1055,1122,1218,1326,1422,1503,1577
153,20390,268,306,349,403,467,530,568,598,638,667,684,713,757,805,851,900,947
154,20398,235,250,266,282,300,302,303,336,361,371,376,388,392,393,401,423,447
155,20402,1068,1365,1744,2093,2535,2770,3008,3355,3807,4197,4607,5035,5499,5993,6407,6708,6957
156,20404,556,588,620,836,1045,1150,1247,1359,1559,1789,1959,2093,2278,2485,2665,2806,2930
157,20405,105,125,149,170,182,212,231,251,282,301,311,327,342,357,373,395,419
158,20406,161,175,190,208,249,250,249,253,261,282,304,321,320,315,318,335,355
159,20407,345,400,463,503,534,571,581,617,654,666,675,691,724,759,796,840,885
160,20410,42,71,94,142,204,291,347,405,467,520,579,644,717,794,876,998,1148
161,20420,25,42,71,109,155,231,324,393,477,579,703,854,1038,1260,1535,1893,2347
162,20421,58,71,86,104,126,148,175,197,218,243,273,319,380,451,511,548,576
163,205346,168,207,256,296,341,391,448,500,551,600,648,701,757,816,867,914,955
164,20430,37,43,50,57,65,81,102,120,138,164,200,243,296,358,411,443,467
165,206161,64,74,85,99,116,128,141,166,204,244,285,334,391,457,512,548,576
166,20439,1322,1618,1980,2294,2647,3138,3721,4201,4616,5102,5658,6025,6269,6507,6707,6933,7122
167,20442,53,62,73,90,111,129,149,173,200,227,255,287,323,362,395,421,443
168,205344,328,377,433,481,532,581,635,685,733,771,803,837,872,907,941,986,1029
169,20447,18,23,29,36,46,58,74,94,118,150,190,232,281,340,396,441,475
170,23575,11,15,21,28,37,50,67,90,121,162,217,285,373,486,595,667,717
171,20450,36,46,60,77,99,128,165,213,274,346,437,499,566,640,713,782,839
172,23578,3,5,8,12,18,29,44,69,107,141,185,257,356,493,626,708,760
173,20451,455,622,850,887,813,878,967,1085,1234,1307,1384,1442,1501,1559,1641,1771,1886
174,20452,11,15,22,31,43,61,85,120,169,192,219,269,332,409,481,536,576
175,20453,113,134,158,187,221,261,308,358,410,474,548,697,893,1140,1373,1529,1633
176,20455,110,120,130,141,153,166,180,195,210,230,252,270,290,310,333,364,392
177,23866,94,105,116,129,143,159,176,196,220,256,298,383,495,637,772,863,925
178,20457,54,65,77,92,110,131,157,187,224,267,319,341,361,382,407,444,478
179,20458,174,214,264,317,338,361,385,422,471,645,884,963,1033,1106,1187,1290,1377
180,20459,118,139,162,191,226,267,317,378,452,537,638,743,863,1001,1131,1244,1329
181,20460,104,190,347,608,754,801,835,912,1044,1212,1406,1574,1757,1957,2154,2346,2495
182,205686,2,4,6,11,18,30,51,86,144,199,275,313,352,394,436,479,516
183,23580,3,4,6,9,13,19,27,39,56,109,212,317,465,679,892,1015,1089
184,20463,73,83,95,108,123,140,160,189,230,315,432,452,463,473,494,535,575
185,20464,1671,2365,3900,4582,4426,4828,5366,6017,6788,8305,10162,12813,16190,20384,24201,26494,27706
186,20466,168,190,215,243,274,310,350,396,447,554,687,741,790,842,901,980,1048
187,20467,335,371,411,456,505,559,619,685,759,807,857,923,995,1070,1153,1253,1338
188,23582,3,5,8,12,18,28,43,67,113,173,266,335,415,514,607,676,726
189,23583,21,25,31,38,46,56,69,84,103,197,379,473,573,693,805,892,955
190,20469,26,29,33,37,41,46,51,58,70,106,161,204,254,316,375,419,452
191,23584,16,21,29,38,51,68,91,122,163,218,292,370,467,588,702,783,840
192,20470,137,152,168,187,207,230,255,284,315,372,439,469,497,527,562,612,657
193,23585,3,5,7,11,16,24,35,53,80,123,191,253,331,432,529,593,638
194,20471,765,922,1111,1314,1255,1426,1655,1909,2192,2446,2730,3041,3387,3762,4130,4480,4742
195,20472,89,98,108,120,140,164,192,228,275,354,454,531,616,714,807,888,952
196,23586,3,4,6,8,11,15,20,28,38,98,154,207,276,367,455,513,552
197,20473,9,12,17,23,32,45,62,86,119,164,228,264,301,343,385,424,457
198,23588,3,5,7,11,16,24,37,56,84,132,207,262,328,408,485,541,582
199,20474,577,705,861,772,731,811,830,922,1089,1542,2182,2639,3155,3761,4322,4736,5013
200,23865,5,7,11,17,26,40,62,95,147,221,333,435,563,726,880,984,1054
201,23589,3,4,6,8,11,15,21,29,40,79,157,214,282,372,457,514,554
202,20475,88,105,126,151,181,217,260,311,373,430,494,566,647,738,827,908,973
203,20476,149,182,221,268,327,397,469,577,730,1039,1478,1927,2235,2584,2913,3185,3381
204,23590,2,4,6,10,17,28,46,75,122,199,325,366,402,441,481,527,566
205,20477,12,17,24,34,49,70,99,142,202,288,410,446,476,506,542,590,634
206,20478,99,103,108,114,127,141,157,214,334,480,691,925,1232,1333,1427,1547,1650
207,20479,30,38,48,60,77,97,123,156,198,252,319,412,531,683,827,924,991
208,20480,646,1034,1580,1609,1750,1860,2150,2639,2955,3532,4222,5128,6234,7556,8766,9594,10104
209,20481,14,19,26,36,49,68,94,129,178,246,339,442,573,740,899,1005,1077
210,20483,112,127,144,164,186,212,241,276,345,483,677,783,894,1018,1138,1248,1333
211,23868,3,4,6,9,13,19,27,39,56,98,170,222,284,363,438,491,529
212,20484,1567,1913,2275,2188,2237,2545,2961,3446,4011,5615,7863,9454,11244,13332,15233,16571,17380
213,20485,7,10,14,19,27,38,54,76,107,150,211,264,327,404,477,532,572
214,20486,8,12,16,24,34,48,69,98,140,200,285,335,389,449,508,561,603
215,23595,3,5,9,15,26,43,73,123,207,367,650,834,1044,1303,1546,1714,1829
216,23869,3,5,7,10,15,23,34,51,75,137,250,298,344,396,447,493,530
217,20488,9,13,18,25,35,48,67,93,129,180,250,302,363,434,501,556,597
218,20489,716,820,938,1070,1177,1294,1424,1620,1884,2311,2833,3314,3862,4489,5073,5534,5851
219,20490,133,158,189,225,269,320,382,455,543,607,679,725,773,821,878,954,1021
220,23864,4,5,8,12,18,27,41,62,93,174,325,407,494,598,697,773,829
221,20493,181,216,259,309,370,442,529,633,757,905,1082,1242,1421,1621,1814,1984,2113
222,23871,3,5,8,12,19,29,45,71,111,169,259,288,312,339,367,402,433
223,20494,201,249,358,390,432,493,565,743,917,981,1049,1188,1351,1532,1707,1866,1988
224,23597,3,4,6,9,14,21,32,47,71,153,330,392,446,507,566,623,669
225,205677,10,14,19,28,39,56,79,113,161,229,325,395,474,568,656,727,780
226,23600,3,4,5,7,9,12,15,20,25,61,146,208,287,393,497,562,605
227,23601,3,4,6,9,13,18,26,38,54,113,238,317,408,524,633,708,761
228,23603,11,15,21,30,43,61,87,124,176,251,357,435,524,629,728,807,865
229,20497,42,51,62,74,89,108,130,156,186,270,390,455,521,596,669,736,790
230,23606,4,6,9,14,20,30,45,67,100,148,221,255,289,326,363,400,431
231,20499,92,95,99,104,114,125,137,237,553,1416,3631,5193,7118,7435,7731,8263,8701
232,23607,3,5,8,12,20,31,49,78,123,203,334,407,484,574,660,730,783
233,23609,3,5,8,12,19,29,45,70,110,196,351,405,452,505,558,612,657
234,23610,22,31,45,66,97,137,195,278,395,498,628,729,841,967,1089,1195,1278
235,23611,3,5,7,12,18,27,42,65,101,160,254,287,316,346,379,415,447
236,23612,8,11,15,20,27,37,50,67,91,123,167,228,313,428,540,610,656
237,205656,3,5,7,10,15,22,33,49,73,123,210,321,485,589,680,753,808
238,23613,3,5,9,15,24,41,68,114,191,319,533,577,606,635,672,730,783
239,23880,3,5,7,10,15,21,31,46,68,109,176,222,275,339,400,446,481
240,23614,9,13,19,27,40,58,85,125,183,269,394,435,470,508,549,600,644
241,23615,3,5,7,10,14,21,31,46,67,143,305,347,378,410,446,487,524
242,20506,103,137,183,243,323,429,570,758,1008,1965,3832,5118,6653,7036,7399,7930,8353
243,23617,3,5,7,10,14,21,30,44,65,119,219,270,322,384,443,491,528
244,23619,28,31,35,39,44,49,55,62,69,157,356,418,467,521,576,632,678
245,20509,637,680,727,776,829,906,991,1115,1289,1323,1358,1341,1320,1298,1319,1414,1508
246,20510,172,201,235,275,321,375,439,513,600,633,667,706,747,790,841,914,978
247,20511,16,23,32,46,65,93,132,187,266,388,566,666,772,893,1008,1108,1185
248,23620,3,5,7,11,18,27,42,65,100,161,259,329,410,510,604,673,723
249,20513,301,350,407,473,549,638,742,978,1403,1678,2009,2370,2793,3283,3739,4092,4335
250,20514,41,48,56,65,77,89,105,122,143,221,343,409,478,557,633,699,750
251,20515,22,28,37,49,64,84,110,144,188,246,322,437,593,802,1003,1127,1207
252,23621,3,4,6,9,13,18,26,37,53,98,179,231,291,365,435,486,524
253,23622,3,4,6,9,13,18,26,36,52,97,183,231,282,344,403,448,483
254,23623,7,10,14,21,30,44,65,94,137,200,291,368,460,573,680,757,812
255,23627,3,5,7,11,17,25,38,58,87,138,218,273,336,413,485,540,581
256,23862,3,5,8,12,18,28,44,68,106,145,198,255,328,419,506,566,609
257,23628,3,4,6,9,13,18,25,36,51,112,246,304,362,429,494,547,588
258,23629,27,35,44,56,71,91,115,146,186,236,301,320,337,353,375,409,440
259,23630,3,4,6,9,13,19,27,39,55,104,196,251,313,389,460,514,553
260,23632,120,129,140,152,164,178,192,208,225,244,264,314,376,450,519,576,619
261,20517,1049,1155,1272,1401,1542,1698,1870,2308,3072,4745,7330,8485,9620,12458,15174,16744,17574
262,23633,24,28,32,36,42,48,55,63,72,181,453,557,652,761,864,952,1020
263,20518,126,160,203,253,296,346,404,475,561,672,805,881,958,1040,1127,1226,1310
264,23634,3,4,6,9,13,19,27,39,67,133,265,368,498,672,839,944,1012
265,20519,249,298,425,633,702,754,809,912,1080,1417,1860,2164,2496,2871,3225,3521,3734
266,23637,727,1129,1423,1629,1696,1738,1992,2214,2392,3050,3888,4382,4896,5457,5999,6499,6860
267,23638,48,61,79,101,130,168,215,277,356,458,588,638,684,732,786,855,916
268,23639,107,134,168,209,247,293,348,412,489,666,907,1166,1492,1903,2287,2540,2702
269,23643,3,5,7,10,15,22,32,48,70,147,309,380,449,529,605,669,719
270,23644,66,75,85,96,109,123,140,158,179,203,230,298,391,455,514,567,609
271,20521,6,8,12,17,25,36,52,76,110,159,232,269,308,351,394,434,467
272,23646,3,5,8,12,18,29,44,69,107,177,292,371,462,574,680,756,812
273,20523,69,89,114,147,190,245,316,408,525,653,811,1024,1296,1634,1950,2164,2304
274,20524,610,761,948,974,1027,1083,1141,1291,1476,2160,3160,4027,5082,6391,7597,8365,8822
275,20525,24,29,36,44,55,67,82,101,124,194,303,329,349,369,393,429,462
276,20527,13,19,26,37,51,72,101,141,198,278,390,434,475,518,565,618,663
277,20529,145,214,316,461,518,588,751,917,1100,1298,1532,2141,3027,3348,3622,3920,4152
278,20530,417,430,443,456,470,485,500,515,531,548,564,582,600,617,646,700,751
279,23648,3,4,6,8,10,14,18,25,33,64,123,173,238,327,413,467,504
280,20532,9,12,17,24,33,46,64,89,125,174,243,307,384,478,568,633,680
281,20533,97,120,147,180,221,272,334,410,504,632,793,936,1103,1301,1488,1637,1746
282,23886,3,4,6,9,13,19,27,39,56,104,193,236,279,330,379,420,453
283,20536,7,9,13,18,26,36,51,71,99,140,196,292,439,483,522,570,612
284,20537,3,5,9,15,25,41,69,118,254,361,513,541,558,575,603,654,702
285,23651,13,17,23,30,40,53,71,94,125,166,221,288,373,482,586,657,706
286,20551,122,169,234,318,365,419,481,552,635,798,1005,1220,1478,1785,2071,2282,2429
287,20541,140,154,169,186,205,226,258,295,338,365,393,431,473,519,566,620,665
288,20543,64,79,97,119,146,179,219,269,330,520,818,1111,1494,2000,2482,2774,2951
289,20544,45,57,72,90,114,144,182,230,290,423,617,728,846,981,1109,1219,1303
290,20545,32,38,45,54,64,76,90,108,128,190,284,365,465,590,709,792,849
291,20546,253,312,385,464,508,555,606,663,724,872,1049,1141,1232,1327,1431,1554,1657
292,20549,24,28,34,40,48,57,69,82,98,140,200,240,284,336,385,427,460
293,20550,149,173,200,232,268,311,360,417,483,525,572,627,688,753,821,896,959
294,20553,49,58,70,83,100,119,143,171,205,453,1003,1358,1775,2312,2817,3134,3330
295,20575,6,10,17,28,47,77,128,212,351,431,529,585,642,704,768,839,899
296,20556,57,67,80,95,112,133,158,187,214,341,544,642,741,854,962,1058,1132
297,20557,132,156,185,218,258,305,361,424,469,508,551,589,628,669,716,779,835
298,20558,49,56,64,74,85,98,113,130,149,190,241,281,325,375,424,468,504
299,20560,88,97,107,117,129,143,157,173,190,399,834,1119,1454,1572,1684,1825,1943
300,23663,3,5,8,13,21,33,52,82,130,217,362,455,559,686,805,893,957
301,23667,3,5,7,11,18,27,42,65,100,162,262,312,362,419,474,523,563
302,23669,17,23,31,40,53,70,93,123,163,215,284,338,400,471,539,596,641
303,20563,87,105,126,153,185,223,270,326,395,500,631,669,700,732,774,839,899
304,20564,73,82,93,105,118,134,151,172,210,304,440,577,749,970,1179,1317,1408
305,23672,5,8,12,19,29,46,72,113,176,281,446,572,722,909,1084,1206,1290
306,20566,394,466,550,637,606,672,777,914,1090,1195,1311,1381,1450,1520,1610,1740,1854
307,23673,3,5,7,10,14,20,30,43,63,161,413,494,560,634,706,775,830
308,20567,576,760,1003,1086,1060,1150,1260,1506,1923,2134,2592,3018,3493,4032,4537,4947,5234
309,23674,5,7,11,16,25,37,56,85,129,195,296,375,470,586,696,775,832
310,20569,84,98,114,132,154,179,208,242,282,305,330,346,362,378,399,435,468
311,23677,3,5,7,10,15,21,31,46,68,128,242,309,383,472,557,620,667
312,20570,25,31,40,50,64,81,103,130,165,228,315,355,395,439,483,529,569
313,23678,77,92,110,132,158,190,227,264,301,479,761,838,900,964,1036,1126,1203
314,20571,13,18,26,36,49,69,95,132,183,254,353,495,695,970,1239,1398,1495
315,20572,72,98,133,182,248,339,462,633,871,984,1112,1200,1291,1385,1489,1616,1722
316,23679,8,11,15,20,28,38,52,72,98,172,302,350,394,442,490,538,579
317,23681,76,85,96,107,121,135,152,171,191,247,319,376,439,512,582,642,690
318,20576,160,217,246,279,316,347,381,460,592,675,770,851,940,1035,1132,1235,1319
319,20578,25,33,45,60,81,108,145,195,262,351,471,538,606,682,757,830,890
320,20579,111,138,172,215,268,335,418,521,650,694,741,788,838,890,950,1032,1104
321,23832,3,4,5,7,9,12,16,21,27,76,215,277,337,375,411,451,485
322,23833,3,4,6,9,12,17,24,34,48,96,191,241,295,360,421,469,505
323,20581,288,307,327,349,372,396,423,452,498,535,576,643,720,804,888,972,1041
324,20582,27,33,40,50,61,75,92,113,139,172,211,240,273,308,344,379,408
325,23834,4,6,9,14,22,35,55,86,135,212,333,356,370,384,405,440,474
326,20584,256,341,454,605,807,986,1160,1287,1372,1431,1488,1504,1514,1523,1569,1686,1796
327,20586,151,185,226,277,320,339,346,350,351,367,386,383,379,374,382,412,444
328,20587,54,64,77,92,110,132,157,171,174,215,266,306,350,399,448,493,530
329,20588,19,24,31,40,51,65,83,106,136,174,223,304,416,568,715,806,865
330,20590,334,364,397,433,472,515,561,738,1100,1691,2600,2989,3365,3780,4178,4540,4805
331,23836,18,23,28,34,42,52,64,79,97,165,281,363,460,582,697,777,834
332,205657,3,4,6,9,13,19,27,39,56,90,144,211,308,355,396,437,470
333,23837,64,78,96,117,143,175,214,262,321,392,480,564,662,773,880,969,1038
334,23838,3,5,7,10,14,21,31,46,67,123,226,282,343,415,484,538,579
335,23839,14,20,27,37,50,68,93,127,174,237,324,343,357,371,392,426,459
336,23840,5,7,11,17,26,40,62,96,149,230,356,373,379,386,401,435,468
337,20591,13,17,24,33,45,62,85,117,161,242,366,442,525,622,714,789,846
338,20592,336,445,589,768,863,945,1033,1146,1290,1561,1890,2143,2419,2723,3017,3284,3485
339,23847,9,12,17,23,33,46,64,90,127,177,249,341,466,635,799,901,966
340,23850,3,4,6,9,13,19,28,40,57,113,222,256,284,315,346,380,410
341,20596,71,85,103,124,149,179,216,260,313,377,454,551,670,812,945,1046,1120
342,20597,130,147,166,187,211,239,270,305,344,442,567,709,884,1099,1301,1444,1542
343,23854,11,16,24,34,50,72,104,152,220,320,464,533,601,677,752,825,884
344,20598,154,179,208,242,280,325,377,435,490,553,624,676,731,789,852,928,993
345,20599,111,127,146,167,192,220,253,290,333,358,385,384,380,376,385,415,447
346,23732,3,4,6,10,16,24,38,60,94,147,229,319,439,603,762,860,923
347,23733,11,15,19,25,32,41,54,69,90,117,151,200,266,352,435,490,527
348,20600,14,19,27,37,51,71,98,135,188,260,360,452,563,699,826,919,985
349,23738,13,18,25,35,49,67,93,129,178,246,341,414,497,596,689,763,819
350,20602,4,6,10,15,23,35,54,83,126,194,297,323,342,362,386,421,453
351,20604,15,22,31,44,63,89,128,182,260,542,1130,1333,1510,1706,1896,2070,2204
352,23740,3,4,6,8,11,15,20,27,37,94,236,282,319,360,401,441,475
353,20605,12,16,21,28,37,49,64,85,112,148,195,239,290,352,410,456,491
354,20610,39,48,59,72,89,109,134,165,202,266,349,475,648,879,1102,1239,1326
355,20613,43,53,65,80,99,121,150,184,227,280,345,457,610,809,1000,1122,1201
356,23744,9,12,15,18,23,30,37,47,60,128,272,401,574,819,1060,1201,1286
357,20606,118,194,232,267,314,370,435,522,637,809,1027,1201,1396,1619,1830,2006,2137
358,23746,6,8,11,15,21,29,39,54,75,145,282,327,366,408,451,495,533
359,23747,3,5,7,11,16,24,36,54,82,148,268,339,417,512,602,670,719
360,23748,3,5,7,11,16,24,36,54,81,150,276,331,385,447,506,559,601
361,20608,3,5,8,14,22,36,59,96,156,248,395,431,458,486,519,566,608
362,20609,6,8,12,18,26,37,54,78,113,174,266,336,419,520,616,686,736
363,23752,3,5,7,11,17,25,38,58,88,137,213,248,282,320,358,394,425
364,20611,3,5,8,12,18,28,44,68,106,177,294,410,564,772,975,1098,1176
365,20612,145,191,251,339,392,459,538,625,725,938,1213,1443,1708,2015,2302,2527,2688
366,20614,74,87,103,121,142,167,197,232,273,421,649,702,740,778,826,897,960
367,205666,3,4,6,8,12,16,22,31,43,76,133,182,245,329,410,462,498
368,20615,54,68,85,107,133,167,209,262,328,410,514,611,725,858,984,1085,1161
369,23755,13,18,24,32,43,58,78,105,141,189,254,278,301,325,351,385,414
370,20617,21,26,32,40,50,62,77,110,173,241,336,412,502,609,710,787,845
371,23757,3,5,7,10,15,23,34,50,74,132,234,287,343,410,473,524,564
372,20618,5,9,14,22,36,57,91,145,232,269,311,332,352,373,399,435,468
373,20619,74,86,101,119,139,163,191,224,289,468,758,864,960,1065,1170,1277,1364
374,23760,3,4,6,8,11,15,21,29,40,66,109,184,310,520,748,870,935
375,20621,137,162,192,228,271,321,381,433,479,564,665,725,786,851,920,1003,1073
376,20622,343,440,564,675,615,688,788,861,912,1226,1648,1915,2203,2527,2834,3095,3285
377,20623,156,170,186,200,206,212,218,241,279,411,606,735,880,1050,1210,1335,1426
378,20625,1037,1130,1230,1340,1459,1589,1731,2144,2893,3518,4279,5137,6162,7369,8476,9260,9754
379,23684,3,4,6,7,10,13,18,23,31,63,126,186,267,335,397,443,477
380,20626,143,225,323,443,432,509,621,690,759,1118,1624,2072,2619,3234,3800,4188,4438
381,20628,243,273,305,280,292,328,371,418,470,688,1006,1271,1588,1978,2342,2591,2755
382,20629,44,66,99,138,146,154,162,187,228,392,672,785,892,1011,1127,1235,1320
383,20630,185,194,203,214,231,250,270,310,369,441,526,557,585,613,650,706,757
384,20631,282,309,338,366,377,401,447,525,634,1021,1643,2064,2547,3132,3674,4047,4290
385,20633,54,69,87,111,141,179,228,289,367,467,593,630,661,693,734,796,853
386,23690,163,184,208,236,267,301,341,386,436,493,558,593,629,665,709,771,826
387,20634,5,10,18,34,64,121,229,339,431,522,632,737,858,995,1126,1238,1323
388,23693,3,5,8,12,19,30,47,73,115,196,334,382,425,471,518,568,611
389,23694,4,6,8,12,18,26,39,57,83,121,177,224,281,352,419,467,503
390,20636,98,117,140,167,199,237,283,338,404,470,542,620,710,810,907,996,1066
391,23695,3,5,7,10,15,23,34,50,74,160,348,472,620,811,992,1111,1189
392,23696,3,5,8,12,18,28,44,68,106,165,259,290,318,348,379,416,448
393,23697,15,19,23,28,34,42,51,62,76,214,603,744,866,1005,1137,1250,1336
394,20639,79,94,111,132,157,186,221,262,311,437,613,818,1086,1438,1771,1980,2111
395,20640,41,49,57,67,79,93,110,129,152,211,295,360,434,523,607,673,723
396,23827,3,5,9,14,22,35,55,89,142,226,361,402,435,471,510,557,598
397,20641,751,913,902,895,906,933,1095,1460,2101,2486,2940,3411,3952,4566,5139,5601,5920
398,20643,2,4,6,10,16,27,46,76,127,211,352,480,646,693,737,801,858
399,23830,3,5,8,12,18,28,43,67,104,168,272,325,380,444,505,558,600
400,20644,91,106,125,147,173,203,238,289,358,501,702,825,958,1109,1253,1376,1470
401,23698,3,5,8,12,19,30,48,75,118,204,354,420,484,557,628,692,742
402,20646,313,367,431,505,591,693,812,952,1115,1151,1188,1269,1358,1452,1556,1687,1798
403,20647,102,117,136,157,181,210,242,280,324,374,432,467,501,537,578,630,677
404,20648,104,110,116,122,129,136,143,152,174,356,728,926,1139,1395,1635,1808,1928
405,23703,3,5,7,11,16,24,37,55,83,141,239,272,301,332,364,400,430
406,23704,14,19,26,36,48,66,89,122,165,224,305,377,462,565,662,736,790
407,20649,35,40,46,53,62,71,82,94,109,156,224,305,414,560,700,789,847
408,23705,3,5,7,11,17,26,40,61,93,160,275,346,425,521,611,679,730
409,23706,7,11,17,26,41,64,101,158,248,390,613,746,891,1062,1223,1349,1441
410,23707,3,5,7,11,17,27,41,63,96,173,311,341,362,383,409,446,480
411,23709,7,11,16,26,40,62,96,148,230,357,555,677,813,973,1124,1241,1326
412,23714,3,4,6,8,10,14,19,25,34,79,183,251,332,437,537,604,649
413,20652,7,9,13,19,27,39,55,79,113,161,230,257,283,311,340,373,402
414,20653,32,39,49,61,76,95,118,148,184,229,285,307,327,348,373,407,439
415,20654,3,5,8,12,18,28,44,69,107,179,299,370,448,541,628,696,748
416,20656,4301,5846,6820,6428,6036,5627,5966,6847,7823,10450,13959,16763,19980,23741,27137,29442,30751
417,20657,92,97,101,106,110,115,121,159,245,331,448,527,612,710,803,885,948
418,20658,21,26,32,41,51,63,79,99,124,155,194,239,295,362,425,474,510
419,23716,4,6,10,15,23,35,53,81,124,189,289,338,388,444,499,550,591
420,20659,270,287,305,325,345,380,420,528,725,1457,2931,3326,3623,3949,4281,4631,4899
421,20660,15,20,28,37,50,68,93,125,170,230,312,342,369,397,429,468,504
422,20661,75,87,100,115,133,154,178,205,237,399,670,709,725,741,772,835,894
423,20663,64,79,96,118,144,176,215,316,525,768,1124,1392,1702,2076,2423,2672,2841
424,20664,25,33,44,59,79,106,141,189,252,337,450,510,570,636,703,770,825
425,23719,3,5,8,13,20,31,49,76,118,185,288,319,344,370,400,437,471
426,20666,2148,2408,2699,2924,3156,3291,3418,3537,3651,4081,4562,5089,5676,6315,6932,7503,7911
427,20667,3,5,8,13,22,36,58,175,875,2394,6550,8409,10223,10749,11287,12067,12673
428,20668,12,16,22,31,42,58,81,111,154,212,293,306,313,320,335,364,392
429,20669,272,407,505,609,692,825,991,1172,1372,1621,1914,2288,2737,3264,3753,4117,4362
430,20670,3,4,6,9,12,17,24,33,46,127,350,416,466,521,576,632,679
431,20671,53,67,84,105,133,167,210,265,333,419,528,617,717,831,940,1034,1106
432,20672,126,140,155,171,189,209,231,256,283,298,313,353,401,453,505,555,597
433,23724,3,5,8,13,20,32,51,82,131,229,400,443,474,507,544,593,637
434,20674,20,47,115,238,265,296,330,369,412,434,458,470,480,491,511,554,595
435,23729,3,5,7,10,16,23,35,52,78,137,241,305,376,463,544,606,651
436,23730,3,5,7,10,15,22,32,47,70,119,202,268,349,454,553,621,667
437,20675,117,132,150,170,192,218,247,280,317,369,430,468,506,547,592,646,693
438,23823,8,11,17,25,38,56,83,124,185,275,410,441,463,486,516,561,603
439,23821,176,186,197,209,221,234,248,263,278,295,312,336,362,390,421,460,495
440,20676,34,41,49,58,69,82,98,116,139,224,411,481,545,616,686,753,808
441,23820,184,196,208,222,236,252,268,285,304,324,345,367,391,416,446,487,523
442,20677,1,1,3,5,9,17,32,61,114,212,397,558,767,1050,1323,1488,1591
443,20679,61,73,88,105,125,150,180,215,258,342,454,577,731,923,1104,1229,1315
444,20678,457,486,516,536,508,530,556,718,1067,1501,2112,2908,3997,5472,6876,7669,8098
445,20681,4,6,12,21,37,65,116,206,367,577,910,1020,1117,1220,1326,1444,1541
446,23819,3,5,7,10,15,22,32,47,69,137,272,347,429,529,623,693,745
447,20682,198,242,295,360,440,537,607,682,765,864,978,1058,1140,1225,1318,1432,1528
448,20683,320,353,388,428,471,518,594,633,669,697,723,753,784,815,859,930,996
449,20684,503,684,930,1265,1720,2023,2273,2497,2737,2698,2630,2638,2654,2666,2742,2938,3116
450,23818,20,26,34,44,58,75,99,129,169,221,289,337,391,452,511,564,606
451,23817,7,9,13,19,26,37,53,75,106,203,387,468,547,638,725,800,857
452,20685,197,262,350,466,622,829,1106,1376,1637,2024,2503,2809,3131,3482,3824,4152,4396
453,20686,11,16,24,35,52,76,111,162,238,432,784,919,1045,1184,1319,1444,1541
454,23816,44,55,69,86,108,135,170,213,267,514,992,1202,1410,1648,1873,2055,2189
455,20687,448,507,574,649,646,692,758,922,996,1188,1418,1765,2204,2743,3244,3582,3801
456,23907,3,5,8,14,23,38,63,105,176,293,490,621,772,957,1130,1254,1341
457,20689,2467,2761,2935,3121,3318,3527,3750,4097,4558,5513,6670,7944,9451,11210,12816,13955,14655
458,20690,36,46,59,75,96,123,157,201,256,327,418,504,605,724,836,925,991
459,20691,60,65,71,80,103,132,169,204,238,298,372,448,538,644,744,824,883
460,20694,21,28,37,49,65,86,114,151,200,265,351,370,383,396,417,453,487
461,23815,3,4,6,8,12,16,22,31,43,84,163,211,265,333,397,443,478
462,20695,110,121,135,149,165,183,203,224,248,310,386,424,461,501,543,594,638
463,20696,163,178,194,211,231,252,275,300,327,357,390,429,474,521,570,624,671
464,20698,41,51,64,79,98,122,152,189,243,313,405,467,535,612,686,754,809
465,20699,71,84,98,114,134,156,183,214,250,292,342,386,435,490,544,597,642
466,23814,6,8,11,16,22,31,43,60,84,143,241,311,394,497,595,664,714
467,20704,102,174,296,472,581,715,881,1055,1241,1497,1807,2251,2811,3499,4135,4561,4831
468,23813,118,132,148,166,186,209,234,262,294,329,369,391,412,434,462,503,541
469,20706,129,164,208,256,286,319,356,454,634,885,1235,1507,1821,2195,2542,2797,2973
470,20707,36,41,47,54,62,71,82,94,107,217,440,560,689,845,992,1100,1177
471,23812,6,10,14,21,31,46,67,99,147,217,321,338,347,356,372,404,435
472,23810,4,6,10,16,27,44,72,118,193,316,517,625,741,875,1001,1104,1181
473,20710,151,231,419,689,767,853,949,1034,1111,1318,1565,2186,2652,3208,3722,4091,4336
474,23807,4,6,9,15,23,35,54,83,129,200,309,325,332,339,354,385,414
