Index,cityCode,pop1950,pop1955,pop1960,pop1965,pop1970,pop1975,pop1980,pop1985,pop1990,pop1995,pop2000,pop2005,pop2010,pop2015,pop2020,pop2025,pop2030
475,20711,36,47,62,81,106,139,181,237,310,350,395,444,499,559,620,680,730
476,20712,1069,1489,1653,1836,2039,2265,2516,2897,3417,4763,6638,7129,7515,7906,8364,8970,9442
477,20713,163,184,209,237,268,304,344,390,442,529,634,828,1088,1424,1743,1945,2074
478,23801,7,10,14,20,29,42,61,88,128,184,266,299,329,362,396,434,467
479,20715,366,414,470,532,602,682,773,876,992,1349,1835,2451,2737,3049,3354,3644,3862
480,20719,105,115,127,140,154,169,186,205,225,297,392,456,525,604,679,748,802
481,20720,193,248,317,392,418,445,491,556,639,952,1416,2076,3040,4430,5800,6534,6911
482,20721,575,706,782,866,960,1063,1178,1517,2157,2821,3690,4375,5149,6044,6869,7493,7904
483,23800,3,5,7,9,14,20,29,41,60,94,147,200,269,359,447,504,543
484,20723,171,193,218,247,279,315,357,403,456,564,698,793,896,1010,1121,1227,1311
485,205932,57,87,134,141,179,227,287,390,554,816,1202,1323,1426,1533,1650,1791,1907
486,20725,11,15,21,30,42,59,82,116,163,230,324,336,340,344,357,387,417
487,20726,35,45,59,77,101,133,174,227,297,389,510,534,552,569,596,647,694
488,20727,127,142,159,179,200,225,252,282,317,429,582,620,650,680,719,781,837
489,20728,9,13,19,28,42,61,90,132,194,284,417,494,576,671,761,838,898
490,20733,3,5,8,13,20,31,50,79,131,228,398,482,569,670,765,845,905
491,23797,4,5,8,11,17,25,37,54,80,109,147,199,269,362,452,510,549
492,20734,169,189,210,233,260,289,322,358,398,460,531,595,665,742,818,896,960
493,23912,3,4,5,7,10,13,17,23,31,72,170,217,266,324,380,423,456
494,20735,3,5,8,13,20,32,49,77,121,189,295,318,334,350,372,405,436
495,20736,70,114,184,279,321,371,427,500,592,707,844,983,1142,1323,1495,1641,1750
496,23914,3,4,5,6,8,10,13,17,22,67,204,276,353,450,542,607,652
497,20738,96,113,132,155,181,212,248,290,340,398,466,555,661,785,903,997,1067
498,20739,155,182,212,249,291,340,398,434,450,586,762,839,913,991,1074,1169,1249
499,20740,80,93,109,128,151,176,207,239,273,361,477,547,620,701,781,857,919
500,20741,3,4,6,9,13,19,27,39,55,122,270,335,398,471,540,598,643
501,23793,3,5,7,10,14,20,30,43,63,129,264,302,332,364,398,436,469
502,20742,10,15,21,30,43,61,87,125,178,253,361,451,560,692,816,907,972
503,23792,3,4,5,6,8,10,12,15,19,66,233,290,334,384,433,478,514
504,20743,24,30,37,46,56,70,87,107,133,165,204,238,277,321,364,403,434
505,23916,28,34,41,50,62,75,92,113,138,169,206,253,311,380,446,496,534
506,20745,80,94,111,130,154,181,213,251,296,331,371,414,463,516,570,625,671
507,20746,341,397,462,528,557,588,621,686,781,1033,1367,1543,1722,1918,2110,2299,2445
508,20749,16,20,26,34,43,56,72,92,118,151,195,254,331,430,525,589,633
509,20750,46,60,78,102,134,175,229,300,392,513,671,867,1118,1436,1735,1931,2059
510,20751,161,176,194,213,234,258,283,311,342,376,413,453,496,542,591,646,693
511,20752,227,239,252,265,279,294,310,327,344,406,480,546,618,699,779,854,915
512,20753,170,187,206,226,247,270,294,382,557,823,1217,1396,1572,1765,1954,2132,2269
513,20754,67,77,90,105,122,142,166,191,220,280,357,424,500,588,673,743,797
514,23919,3,4,5,7,9,11,15,19,24,63,163,225,295,387,474,533,574
515,20755,92,135,200,263,216,234,241,299,422,717,1218,1488,1777,2114,2430,2670,2838
516,20756,7,11,17,27,41,63,96,147,226,346,530,600,664,734,804,879,942
517,20757,59,78,104,138,183,244,324,407,492,583,692,845,1035,1264,1478,1634,1743
518,20758,335,384,441,505,579,663,760,821,855,835,815,756,698,644,628,670,718
519,20759,23,29,36,45,57,71,90,112,141,177,222,315,451,643,833,944,1013
520,20761,59,90,110,134,163,199,242,302,384,468,571,800,1133,1596,2049,2309,2461
521,23922,5,7,10,16,24,35,53,80,120,180,270,308,344,384,425,466,502
522,20763,120,139,162,188,218,253,294,361,458,535,624,737,871,1026,1173,1292,1380
523,20765,43,51,61,73,87,104,124,148,176,210,251,275,300,326,354,388,418
524,20766,3,5,8,12,19,30,47,73,114,247,532,691,866,1080,1282,1423,1520
525,20767,52,58,66,75,84,96,108,122,138,194,271,308,345,385,426,468,504
526,20768,83,90,98,107,117,127,138,159,191,233,286,339,400,472,540,598,642
527,23788,3,4,6,9,13,19,27,38,55,108,212,266,322,390,454,505,543
528,23785,3,5,7,11,16,25,38,57,86,149,256,312,372,441,508,562,605
529,20771,6,9,13,20,30,46,69,104,156,235,354,438,534,649,757,840,901
530,23784,3,5,7,11,16,24,36,54,81,134,221,251,279,309,340,374,403
531,23891,19,26,36,50,69,96,132,182,251,347,479,588,716,870,1015,1123,1202
532,20773,15,22,32,46,68,98,143,209,305,499,818,881,921,962,1016,1100,1176
533,20774,26,32,39,48,60,74,92,113,140,256,469,515,546,577,615,669,718
534,20775,11,15,19,24,31,41,52,67,87,112,145,219,337,370,398,435,468
535,20777,22,28,36,46,59,76,98,126,162,208,267,338,426,535,639,713,765
536,23780,28,34,42,52,64,78,96,117,144,177,217,246,279,314,350,386,416
537,20778,4,5,8,12,17,26,38,57,84,124,184,237,302,384,462,517,556
538,20779,7,10,15,23,35,52,79,118,177,266,400,463,526,596,665,731,784
539,20782,21,28,37,49,64,85,112,148,195,257,339,387,439,496,552,606,651
540,20783,130,144,160,178,198,220,245,272,303,508,853,927,977,1028,1092,1183,1264
541,23779,3,5,8,12,19,29,45,71,111,183,304,366,430,505,576,636,683
542,20785,3,4,6,9,14,20,28,41,59,122,250,327,413,520,621,693,744
543,20784,214,240,271,305,343,386,434,490,558,667,797,860,920,983,1055,1146,1225
544,23775,3,5,7,12,18,28,43,66,102,179,315,390,472,569,661,733,787
545,20787,2,3,5,9,15,25,41,69,113,199,349,380,399,419,445,485,521
546,20788,76,85,95,106,118,131,146,163,182,275,416,506,607,726,838,927,993
547,20789,152,176,203,235,272,314,363,420,486,630,818,923,1031,1149,1266,1383,1476
548,20790,101,110,119,129,140,152,165,179,194,210,228,283,353,440,522,583,626
549,20791,27,36,47,62,82,108,142,188,247,326,430,491,555,626,696,764,819
550,23925,5,8,12,17,24,35,50,73,106,153,221,251,280,311,343,377,407
551,20793,196,248,315,400,508,645,819,982,1134,1663,2438,2993,3630,4387,5086,5579,5900
552,20794,199,203,208,215,235,257,280,304,328,494,743,846,944,1050,1156,1263,1349
553,23773,55,71,90,115,147,188,241,308,393,736,1376,1940,2682,3691,4658,5210,5518
554,23772,3,5,8,12,18,28,44,68,106,199,375,413,437,462,493,537,577
555,20796,83,87,92,98,103,109,115,122,129,201,314,382,456,544,626,693,744
556,23771,12,17,24,35,50,72,103,148,212,305,438,490,539,591,645,705,757
557,23770,53,60,68,78,89,101,115,131,149,170,193,240,300,373,443,494,532
558,23769,3,5,7,11,17,27,41,63,98,188,363,465,578,717,847,942,1009
559,20797,3,5,7,11,17,25,39,84,220,470,1004,1192,1358,1542,1719,1880,2003
560,23768,3,5,8,13,20,32,51,80,128,240,450,529,601,682,761,836,896
561,20798,26,31,38,46,56,67,81,99,119,178,267,344,440,561,675,754,809
562,20800,116,135,158,184,215,250,292,351,430,593,819,909,993,1083,1177,1282,1369
563,20801,164,199,242,294,357,434,527,640,777,1207,1874,2078,2250,2430,2621,2839,3015
564,20802,189,206,224,243,264,287,312,339,368,467,592,631,664,698,741,804,862
565,23767,2,3,5,8,13,21,35,58,97,162,271,322,373,431,487,537,578
566,20804,94,100,106,115,134,157,183,214,250,368,541,625,709,803,894,981,1050
567,21137,1682,2122,2621,3286,3472,3906,4623,5031,5766,6144,6835,6897,7050,7314,7550,7743,7885
568,21791,190,174,163,199,244,243,243,294,359,398,432,468,535,584,626,667,702
569,20806,69,92,123,158,172,186,201,217,242,269,298,329,364,400,428,462,497
570,20808,294,366,455,565,691,830,961,1113,1229,1363,1531,1719,1857,1991,2094,2231,2370
571,20837,630,894,1269,1780,2383,3040,3525,4087,4740,5494,6356,7353,8506,9765,10696,11398,11966
572,20809,110,145,190,250,325,408,473,548,650,759,855,964,1086,1215,1315,1414,1507
573,20810,34,44,57,73,94,117,136,159,180,207,246,293,349,412,464,506,543
574,20812,231,331,474,664,851,1047,1192,1357,1552,1757,1950,2164,2402,2646,2830,3022,3203
575,20813,107,137,177,226,274,332,402,486,561,645,737,842,963,1092,1193,1286,1372
576,20816,70,92,122,160,206,265,342,441,506,571,632,700,775,851,912,980,1047
577,20821,51,71,97,132,171,211,238,268,309,356,409,469,538,612,671,726,778
578,20825,88,117,155,197,208,225,256,293,314,336,362,390,420,449,473,508,546
579,20827,376,523,727,992,1260,1536,1731,1950,2135,2372,2724,3127,3510,3911,4210,4492,4747
580,20828,22,33,50,73,91,110,131,156,187,220,251,287,327,371,406,440,473
581,20829,31,43,59,79,96,117,143,176,211,245,269,296,325,355,379,409,440
582,20832,47,58,70,87,111,138,164,195,233,268,290,313,339,363,384,413,444
583,20833,73,94,121,154,195,240,279,324,408,486,513,541,571,598,621,665,712
584,20838,35,49,68,91,102,118,144,176,227,284,331,385,448,518,573,622,667
585,20844,8,15,27,47,74,104,121,141,175,214,253,299,353,415,464,505,543
586,20845,16,23,34,48,69,96,123,159,193,236,293,363,449,552,636,697,747
587,20848,83,92,124,172,238,329,446,596,704,830,1022,1269,1574,1888,2207,2572,2979
588,20849,16,35,64,89,116,154,217,300,363,439,539,663,815,969,1127,1314,1525
589,20861,148,184,230,287,359,440,526,627,741,874,1032,1076,1122,1170,1259,1393,1501
590,21602,65,125,192,310,548,966,1384,1716,2102,2535,3028,3545,4150,4860,5748,6729,7773
591,21603,31,40,49,85,123,177,235,311,382,427,486,572,661,762,893,1048,1219
592,23547,7,9,13,17,23,32,44,60,81,108,145,194,260,347,449,540,630
593,20865,313,379,430,491,562,607,648,676,703,700,693,690,688,687,697,715,732
594,20867,101,120,141,167,197,217,240,261,284,292,299,305,310,315,319,325,331
595,20871,51,65,82,103,131,153,180,204,230,246,262,277,292,306,317,324,330
596,20870,1142,1289,1436,1598,1779,1848,1913,2005,2108,2150,2186,2188,2165,2137,2109,2104,2104
597,20876,150,176,204,237,276,306,339,375,415,421,423,434,455,475,489,498,505
598,20881,286,299,312,323,333,351,370,379,387,383,377,380,385,390,400,413,428
599,20887,935,967,1001,1038,1076,1126,1179,1197,1212,1194,1172,1211,1261,1314,1364,1403,1437
600,21713,158,170,183,233,303,393,509,517,548,586,597,608,619,631,655,700,746
601,21715,169,219,285,370,451,518,594,669,705,699,666,634,604,576,573,607,647
602,21722,516,577,646,769,987,1348,1842,2195,2526,2749,2777,2805,2833,2863,2945,3112,3277
603,21724,180,145,117,145,183,222,271,284,306,326,326,326,326,326,336,359,385
604,21725,176,163,150,189,222,236,251,267,286,303,312,322,332,342,359,386,414
605,20850,16,28,48,81,139,149,159,177,229,296,384,497,643,832,1047,1269,1510
606,205455,6,9,13,20,29,37,48,64,89,125,176,247,346,485,643,789,940
607,205453,5,9,16,28,49,58,68,83,111,148,198,265,355,474,609,743,885
608,20851,27,51,73,98,131,176,236,312,389,485,604,753,938,1169,1434,1727,2053
609,20852,5,11,27,57,121,130,141,154,183,217,257,304,361,427,508,608,725
610,20853,202,292,443,717,1070,1482,2053,2812,3683,4825,6140,7589,9382,11587,14118,16916,19996
611,20854,38,60,134,178,235,262,291,330,400,484,586,709,859,1040,1252,1502,1786
612,23555,31,38,48,62,82,146,261,418,428,438,448,459,469,481,519,609,725
613,20855,48,64,87,99,150,170,193,220,252,288,330,377,432,494,574,685,815
614,20856,96,145,194,251,325,396,482,588,722,887,1089,1337,1642,2015,2448,2939,3489
615,20857,60,70,81,96,113,122,131,143,165,190,219,253,292,337,393,470,560
616,20858,18,28,46,71,111,120,129,142,167,196,231,271,319,376,444,532,634
617,20859,68,96,136,194,275,337,413,509,640,804,1011,1271,1598,2007,2475,2982,3541
618,204243,8,12,18,26,39,57,85,123,164,218,291,388,518,690,884,1076,1282
619,205454,2,3,5,9,16,28,48,79,105,140,187,249,332,442,567,691,824
620,20894,1216,1227,1284,1373,1380,1172,1096,1056,1035,1048,1077,1127,1192,1268,1333,1395,1455
621,21005,20,28,40,50,62,88,126,193,317,368,404,442,485,529,564,602,639
622,20897,89,110,135,184,246,260,274,302,339,390,467,521,548,577,623,680,736
623,20898,180,257,367,503,687,911,1210,1396,1522,1703,1997,2297,2601,2945,3321,3635,3888
624,20900,39,47,56,68,87,110,137,165,193,226,265,297,327,361,398,439,483
625,20903,258,343,456,583,719,890,1120,1352,1572,1808,2077,2293,2492,2709,2953,3219,3493
626,20910,206,257,319,399,501,628,780,936,1088,1217,1357,1479,1598,1726,1875,2048,2228
627,20912,3,5,8,13,21,34,55,81,112,144,186,226,267,316,366,408,449
628,22814,63,80,101,128,146,162,182,206,229,254,280,308,339,372,408,454,507
629,22804,1037,1249,1504,1752,1987,2241,2521,2834,3056,3244,3546,3919,4333,4778,5225,5733,6313
630,22815,78,95,115,139,145,146,167,202,227,249,268,288,308,330,356,394,441
631,22806,129,151,177,217,249,282,315,349,371,390,412,436,462,488,522,576,643
632,22819,112,130,150,184,216,249,279,308,335,362,393,429,468,509,555,615,686
633,22812,2494,3029,3680,4738,5585,6450,7349,8328,9892,11962,13626,15174,16899,18772,20568,22432,24502
634,22827,125,159,201,253,234,202,234,304,357,404,446,488,534,583,637,705,786
635,22808,33,45,62,114,134,142,160,184,201,215,235,259,285,313,344,382,428
636,22807,98,111,127,149,175,205,234,264,297,333,360,383,407,433,464,513,573
637,22829,91,106,124,147,169,195,217,239,253,264,280,298,317,337,361,400,447
638,22823,192,217,244,277,275,265,306,378,426,462,506,556,611,670,734,813,905
639,22816,24,33,47,67,94,133,163,188,208,227,246,268,291,316,344,382,427
640,22828,150,166,183,222,250,276,302,329,349,368,390,416,443,471,505,558,622
641,20917,194,246,311,394,500,596,701,825,970,1049,1062,1074,1086,1098,1129,1190,1254
642,20931,67,91,123,167,201,225,252,289,358,374,449,558,670,804,989,1247,1557
643,20932,223,258,296,332,372,409,445,471,476,432,400,397,394,391,388,385,382
644,20921,392,451,519,597,729,926,1175,1476,1791,2144,2377,2634,2919,3238,3778,4698,5851
645,20929,14,18,22,27,34,42,52,65,80,101,139,191,249,315,399,506,633
646,20937,366,405,448,478,507,582,674,723,871,943,1019,1067,1122,1180,1226,1263,1293
647,20942,100,112,126,139,154,158,161,180,215,230,267,290,308,324,338,351,364
648,20948,111,124,142,165,185,205,308,363,380,395,410,426,442,460,483,507,531
649,20951,126,132,140,144,145,152,278,344,349,348,348,350,353,356,367,384,403
650,20952,430,447,495,543,584,614,633,663,698,730,763,799,843,891,944,988,1030
651,20960,534,549,543,549,549,539,532,527,523,520,517,513,508,504,513,535,560
652,20963,156,175,237,300,351,392,435,450,451,469,485,491,497,503,520,544,569
653,20969,751,767,814,863,906,937,956,969,979,991,1002,1010,1018,1027,1056,1097,1142
654,20972,731,768,904,1027,1116,1178,1278,1336,1370,1404,1443,1496,1551,1609,1682,1749,1814
655,20973,756,798,929,1069,1182,1258,1372,1415,1418,1444,1474,1516,1560,1605,1669,1735,1798
656,20978,100,105,121,151,186,214,250,278,302,326,350,370,391,413,439,462,485
657,20981,276,297,343,385,421,454,462,478,498,524,550,570,591,613,643,673,704
658,20982,400,426,495,568,637,698,733,788,854,874,895,918,942,967,1005,1048,1091
659,20985,6283,6796,7411,7855,8208,8558,8669,8956,9330,9510,9737,10092,10460,10843,11271,11565,11803
660,20990,123,135,160,188,212,230,233,239,246,261,276,293,311,329,351,370,389
661,20991,312,324,358,395,423,439,447,452,456,460,463,463,464,464,476,497,521
662,20992,352,364,383,401,412,416,412,409,407,392,380,376,371,367,374,390,410
663,20994,262,270,298,327,350,366,372,380,390,411,430,440,450,461,479,502,526
664,20996,229,246,293,342,385,420,443,462,480,502,524,541,558,576,602,630,659
665,20997,269,285,347,411,467,511,534,584,654,714,774,825,880,938,1000,1048,1091
666,20998,125,133,160,191,221,248,287,307,316,325,334,340,346,353,366,384,403
667,21001,288,301,326,343,350,351,350,345,338,336,335,335,335,335,344,360,378
668,21006,15,17,29,49,77,155,234,293,366,439,496,559,631,707,777,861,954
669,21012,26,31,37,45,62,90,123,167,228,288,331,381,438,504,591,707,834
670,21011,612,659,718,803,897,992,1090,1177,1224,1160,1100,1100,1127,1147,1137,1127,1119
671,204296,3338,3299,3260,3232,3206,3130,3056,3060,3422,3471,3384,3391,3475,3563,3626,3654,3658
672,204297,262,285,311,322,329,321,313,301,317,324,321,327,324,321,322,330,338
673,204298,357,392,433,433,425,413,402,383,395,400,392,387,377,367,364,371,380
674,204299,201,230,264,273,275,281,287,291,290,291,302,312,324,337,349,359,367
675,204303,445,495,553,573,582,569,556,528,548,549,540,546,548,549,554,565,576
676,204310,508,563,629,641,639,624,610,576,597,600,590,588,583,577,577,587,598
677,204437,494,498,501,505,509,512,516,520,496,472,477,491,521,550,573,589,600
678,204312,501,582,682,685,663,627,594,564,575,572,569,574,588,603,617,631,642
679,204311,411,450,494,481,456,502,553,521,534,536,517,503,489,475,470,478,488
680,204316,612,662,721,717,698,674,650,623,626,616,597,587,576,566,564,574,585
681,204332,532,595,668,677,669,650,631,597,640,651,645,649,681,715,743,761,774
682,204341,1608,1703,1812,1815,1792,1721,1652,1586,1639,1707,1710,1739,1785,1831,1867,1892,1906
683,204343,444,520,572,559,524,558,536,511,513,524,515,516,523,533,543,555,566
684,204352,199,217,238,250,259,265,271,269,273,276,278,285,294,305,315,324,332
685,204358,598,683,788,827,849,908,970,919,950,965,963,976,1009,1037,1061,1080,1095
686,204439,606,599,592,584,577,570,563,555,520,476,491,501,524,551,573,589,600
687,204367,246,274,307,322,332,318,306,295,308,314,307,308,313,319,326,335,343
688,204372,210,239,275,299,320,295,272,271,256,265,265,270,286,304,320,330,339
689,204371,831,936,1060,1175,1294,1296,1299,1267,1218,1241,1202,1254,1353,1438,1502,1533,1548
690,204376,366,402,446,463,474,479,484,467,490,494,488,497,508,517,527,539,550
691,204397,498,556,624,636,633,607,583,562,575,587,583,592,608,626,642,656,668
692,204410,364,388,416,420,418,406,395,378,381,383,368,360,352,344,342,349,357
693,21107,177,265,393,499,631,738,863,1013,1197,1415,1668,1854,2060,2277,2517,2870,3262
694,21108,99,149,221,279,349,397,452,532,696,909,1187,1544,2010,2599,3180,3707,4215
695,21109,57,70,87,121,165,181,197,216,239,264,294,396,532,711,890,1047,1197
696,21110,20,29,41,59,85,101,120,140,159,180,205,274,366,486,606,713,817
697,21113,1347,1563,1814,2121,2485,2738,2987,3047,3070,3122,3179,3146,3098,3052,3062,3122,3169
698,21117,292,329,372,447,542,617,694,724,746,771,797,781,758,737,736,757,779
699,21124,361,467,605,768,917,1053,1152,1289,1448,1651,1973,2289,2584,2918,3364,3968,4650
700,21126,31,59,112,208,388,567,658,766,895,1045,1221,1426,1666,1936,2240,2652,3134
701,21130,9,11,15,19,24,31,39,52,71,98,134,185,253,346,444,540,642
702,22171,18,22,26,38,55,81,115,146,184,227,275,334,405,492,596,708,821
703,21133,133,182,247,337,460,575,701,881,1134,1427,1693,2171,2141,2440,2817,3202,3525
704,23503,3,3,4,6,8,10,17,28,45,72,114,182,288,453,626,748,850
705,21135,21,34,54,80,115,159,196,241,297,367,454,562,695,852,1001,1152,1305
706,21136,73,96,128,169,223,292,371,471,572,656,752,861,987,1123,1254,1427,1613
707,21138,1618,1714,1811,1878,1946,2005,2057,2036,2005,1893,1787,1756,1734,1714,1728,1776,1811
708,21150,40,48,54,71,96,113,130,143,156,170,187,262,380,550,726,848,955
709,21151,369,428,499,559,624,681,739,828,933,1095,1293,1491,1714,1966,2224,2501,2793
710,21152,855,1007,1181,1412,1695,2050,2484,2855,3255,3790,4427,5238,6210,7343,8452,9490,10527
711,21153,102,111,118,131,146,162,179,198,219,270,337,361,378,394,421,470,529
712,21154,7,9,14,20,30,46,70,102,148,184,224,255,287,323,362,409,461
713,21155,193,211,229,245,262,307,367,387,401,438,484,516,547,579,623,697,783
714,21156,87,100,114,136,164,191,221,265,320,357,395,412,425,439,465,518,583
715,21158,139,159,182,211,247,280,316,382,468,554,653,763,891,1037,1186,1340,1502
716,21160,327,372,423,464,506,568,640,728,830,928,1035,1119,1205,1295,1405,1568,1755
717,21161,58,64,72,84,98,118,142,171,205,233,262,296,336,380,427,482,543
718,21163,101,117,135,160,189,220,256,322,408,473,540,590,640,693,756,847,952
719,21164,340,362,394,423,453,520,604,665,726,844,990,1083,1171,1265,1377,1538,1721
720,21166,25,31,39,48,58,69,82,115,166,192,215,246,282,322,365,414,467
721,21167,31,40,51,63,78,95,116,141,171,202,238,282,334,395,457,520,586
722,21170,93,122,162,197,235,289,356,504,727,891,1065,1154,1232,1313,1417,1580,1768
723,21171,65,79,95,122,159,218,303,415,568,708,868,1010,1167,1344,1526,1720,1925
724,21172,55,58,62,69,78,108,155,182,207,242,284,297,305,312,330,368,414
725,21176,746,939,1166,1377,1615,2111,2812,3395,4036,4744,5567,6769,8275,10087,11837,13329,14762
726,21178,74,88,106,122,140,153,166,197,239,262,283,311,343,377,416,468,527
727,21179,207,234,268,295,322,374,440,516,604,664,722,829,961,1111,1264,1426,1598
728,21182,34,42,51,58,64,87,122,140,157,182,213,245,281,321,364,412,465
729,204943,15,20,26,34,43,53,66,75,83,93,105,155,237,362,493,582,657
730,21184,115,130,145,173,208,247,294,341,395,445,499,549,603,660,726,815,916
731,21185,69,77,85,101,122,154,195,220,242,274,312,354,403,457,514,581,654
732,21187,113,126,142,155,170,193,221,240,258,296,343,375,406,439,479,537,605
733,21190,135,153,174,196,222,258,302,347,398,451,509,554,600,648,706,791,889
734,21191,34,39,43,57,78,98,119,146,179,221,272,312,354,400,450,509,573
735,21193,25,34,46,59,77,93,112,196,362,479,603,669,729,793,867,972,1090
736,21195,100,143,212,282,370,491,655,831,1046,1228,1426,1627,1851,2102,2361,2650,2959
737,21196,16,24,36,59,98,144,209,288,395,504,637,747,865,999,1137,1284,1439
738,21201,63,69,77,87,98,119,147,171,198,214,230,258,292,330,370,419,472
739,21202,64,71,78,89,102,121,144,166,190,217,249,283,321,363,409,462,521
740,21203,130,145,164,184,205,240,282,338,406,462,521,578,639,706,780,877,984
741,21204,39,55,82,103,127,152,183,204,227,269,322,379,443,518,594,674,758
742,21205,5,11,23,47,96,158,249,316,388,439,491,525,559,593,640,715,804
743,21207,61,68,76,92,114,135,159,182,207,242,284,317,351,388,430,484,546
744,21212,40,61,94,143,219,301,406,483,564,667,791,897,1010,1134,1267,1424,1595
745,21213,40,45,51,61,73,90,112,155,216,255,292,308,319,331,352,393,443
746,21321,1491,1705,1915,2399,3057,3609,4203,4748,5338,5836,6353,7325,8523,9890,11241,12570,13921
747,21215,7,13,28,33,36,38,40,68,123,174,236,321,437,593,749,867,975
748,21219,279,348,435,555,710,810,907,995,1088,1239,1420,1718,2095,2549,2994,3390,3782
749,21222,100,120,143,169,201,251,317,372,432,499,576,618,654,691,743,830,931
750,21225,84,92,102,115,130,149,173,193,215,238,263,283,303,324,352,394,445
751,21226,54,65,76,94,117,149,190,232,280,318,358,393,430,469,515,579,652
752,21227,139,149,156,175,200,238,286,323,363,430,515,602,700,812,927,1048,1177
753,21228,1369,1782,2283,2845,3531,4426,5558,7325,9726,12407,15732,18670,21935,25703,29348,32727,36060
754,21229,28,31,34,41,50,64,81,112,157,190,226,255,285,319,356,402,453
755,21230,71,114,188,280,410,525,658,734,805,915,1046,1119,1186,1255,1348,1501,1680
756,21231,75,86,97,114,134,165,205,238,273,304,337,356,374,392,419,468,527
757,21233,77,84,92,107,125,143,161,172,181,188,196,233,285,346,408,466,525
758,21235,8,17,38,83,183,246,303,357,417,454,488,530,575,623,681,763,858
759,21234,20,46,118,173,234,330,468,567,670,780,905,982,1054,1129,1223,1365,1529
760,21237,35,41,50,58,67,78,91,123,170,196,221,263,316,379,443,505,569
761,21238,56,74,99,128,163,209,267,310,355,374,389,443,512,590,670,758,853
762,21242,80,86,94,101,110,130,157,180,205,223,240,262,287,314,345,388,438
763,21244,63,78,96,112,131,160,197,229,265,331,419,500,591,696,803,911,1023
764,21249,132,141,150,163,178,206,242,267,291,334,387,426,465,508,557,625,704
765,21253,130,151,177,200,227,261,302,381,489,554,616,653,688,723,774,863,969
766,21255,75,85,96,116,141,174,215,256,304,360,426,479,534,594,660,743,835
767,21258,122,149,182,219,263,308,360,409,463,489,512,578,662,756,854,963,1081
768,21261,43,71,126,161,195,252,329,431,564,675,797,878,957,1042,1140,1276,1430
769,21262,237,266,296,342,397,465,544,621,706,779,855,961,1084,1221,1365,1534,1718
770,21263,44,53,63,76,91,107,127,155,192,214,236,266,300,338,378,428,482
771,21267,56,58,60,68,78,103,140,163,184,201,218,256,304,359,416,474,534
772,21271,35,44,58,71,87,107,133,155,178,213,257,281,304,328,357,401,452
773,206050,9,10,11,14,16,20,25,32,40,57,81,130,215,352,505,602,679
774,21274,192,217,245,298,367,437,516,577,639,705,776,851,932,1020,1120,1254,1405
775,21275,1096,1179,1241,1460,1748,2086,2487,3209,4193,4825,5445,6403,7578,8944,10279,11527,12774
776,21276,27,36,49,64,84,105,130,171,227,256,282,302,323,344,372,417,470
777,21277,4,11,55,80,97,121,152,175,199,221,243,308,400,518,635,730,822
778,21278,302,345,389,459,546,663,808,941,1088,1314,1597,1850,2127,2441,2760,3100,3459
779,21279,251,300,358,431,520,621,740,812,879,981,1100,1180,1257,1337,1440,1604,1795
780,21280,294,346,402,496,616,778,984,1209,1478,1826,2259,2623,3017,3461,3911,4386,4885
781,21281,166,190,219,252,290,340,400,449,502,588,694,776,862,954,1057,1186,1330
782,21282,67,73,79,91,104,122,142,181,234,291,358,406,454,506,563,635,714
783,21283,57,62,67,77,89,103,120,143,171,199,231,256,282,309,341,385,434
784,21285,82,93,106,129,159,187,219,277,356,458,588,626,649,671,711,791,889
785,21284,102,125,155,186,222,262,310,344,377,450,545,576,598,619,656,731,821
786,21286,214,260,319,378,445,538,653,735,817,938,1081,1198,1320,1451,1598,1788,2000
787,21288,126,144,167,181,196,231,277,318,362,407,456,499,543,590,646,725,815
788,21289,177,199,222,261,310,388,491,570,654,743,842,968,1116,1284,1456,1641,1837
789,21291,62,68,73,83,94,106,119,139,164,200,245,280,315,354,397,449,506
790,21221,37,42,48,56,65,80,100,142,206,234,258,294,338,387,439,497,560
791,21292,98,109,121,139,161,188,222,266,320,345,366,399,438,479,526,591,666
792,21295,42,44,46,50,54,87,147,252,432,610,837,1148,1575,2153,2729,3144,3513
793,21296,688,810,951,1092,1250,1420,1612,1798,2001,2294,2641,2788,2904,3021,3204,3546,3950
794,21298,23,27,31,38,47,62,83,109,143,175,210,249,293,345,397,452,509
795,206046,13,22,41,48,53,67,87,113,147,190,246,319,413,533,652,750,844
796,21305,163,208,268,338,424,532,666,855,1103,1304,1523,1777,2075,2416,2759,3106,3465
797,21307,133,159,189,222,261,301,345,379,414,451,492,524,557,591,637,712,800
798,21211,4513,5055,5652,6261,6926,7888,9030,9946,10890,11924,13058,13702,14283,14865,15726,17285,19092
799,21308,65,76,89,104,121,141,164,234,344,462,611,808,1069,1410,1747,2006,2246
800,21309,4,7,12,19,30,49,78,129,215,264,309,336,362,388,422,473,533
801,21310,64,85,116,154,204,266,346,427,523,604,692,821,978,1163,1348,1527,1710
802,21312,43,48,52,56,59,74,96,124,161,197,238,288,349,421,493,563,634
803,21313,156,183,216,264,324,412,528,645,781,980,1237,1560,1969,2476,2973,3384,3776
804,21316,59,75,97,115,134,163,201,234,270,294,317,381,466,567,668,762,857
805,21317,35,38,41,52,67,86,109,143,190,237,292,333,377,425,476,538,605
