index,countryCode,countryName,cityCode,urbanAgglomeration,latitude,longitude,radius,yearMotorway,yearHST
304,156,China,20564,Jiaxing,30.766487,120.748231,NA,NA,NA
305,156,China,23672,Jieyang,23.552629,116.372145,NA,NA,NA
306,156,China,20566,Jilin,43.85083,126.56028,NA,NA,NA
307,156,China,23673,Jimo,36.38972,120.46222,NA,NA,NA
309,156,China,23674,Jincheng,35.486475,112.851484,NA,NA,NA
310,156,China,20569,Jingdezhen,29.2947,117.20789,NA,NA,NA
312,156,China,20570,Jingmen,31.041652,112.200343,NA,NA,NA
313,156,China,23678,Jingzhou Hubei,30.327567,112.248367,NA,NA,NA
314,156,China,20571,Jinhua,29.080651,119.64636900000001,NA,NA,NA
315,156,China,20572,Jining Shandong,35.414595,116.584704,NA,NA,NA
317,156,China,23681,Jinzhong,37.688161,112.734878,NA,NA,NA
318,156,China,20576,Jinzhou,41.10778,121.14167,NA,NA,NA
319,156,China,20578,Jiujiang,29.704105,116.001302,NA,NA,NA
320,156,China,20579,Jixi Heilongjiang,45.295804,130.970134,NA,NA,NA
321,156,China,23832,Jiyuan,35.09264,112.583273,NA,NA,NA
322,156,China,23833,Jurong,31.949802,119.160916,NA,NA,NA
323,156,China,20581,Kaifeng,34.79111,114.34833,NA,NA,NA
324,156,China,20582,Kaili,26.583431,107.971854,NA,NA,NA
326,156,China,20584,Kaohsiung,22.625962,120.31546,NA,NA,NA
327,156,China,20586,Keelung,25.130874,121.736127,NA,NA,NA
328,156,China,20587,Kelamayi,45.594143,84.872929,NA,NA,NA
329,156,China,20588,Kuerle,41.764562,86.147227,NA,NA,NA
330,156,China,20590,Kunming,25.03889,102.71833,NA,NA,NA
331,156,China,23836,Kunshan,31.388114,120.962872,NA,NA,NA
332,156,China,205657,Laibin,23.737978,109.226765,NA,NA,NA
333,156,China,23837,Laiwu,36.207444,117.672021,NA,NA,NA
334,156,China,23838,Laixi,36.865132,120.52381,NA,NA,NA
335,156,China,23839,Laiyang,36.97583,120.71361,NA,NA,NA
336,156,China,23840,Laizhou,37.179653,119.943045,NA,NA,NA
337,156,China,20591,Langfang,39.50972,116.69472,NA,NA,NA
338,156,China,20592,Lanzhou,36.05639,103.79222,NA,NA,NA
339,156,China,23847,Leiyang,26.416884,112.850257,NA,NA,NA
340,156,China,23850,Leping,28.971963,117.128335,NA,NA,NA
341,156,China,20596,Leshan,29.576174,103.75896,NA,NA,NA
342,156,China,20597,Lianyungang,34.59687,119.175775,NA,NA,NA
343,156,China,23854,Liaocheng,36.455124,115.982616,NA,NA,NA
344,156,China,20598,Liaoyang,41.27194,123.17306,NA,NA,NA
345,156,China,20599,Liaoyuan,42.90361,125.13583,NA,NA,NA
346,156,China,23732,Liling,27.66667,113.5,NA,NA,NA
347,156,China,23733,Lin'an,30.23583,119.71806,NA,NA,NA
348,156,China,20600,Linfen,36.08889,111.51889,NA,NA,NA
349,156,China,23738,Linhai,28.852887,121.140343,NA,NA,NA
350,156,China,20602,Linqing,36.84556,115.71167,NA,NA,NA
351,156,China,20604,Linyi Shandong,35.054142,118.333365,NA,NA,NA
352,156,China,23740,Linzhou,36.071045,113.815557,NA,NA,NA
353,156,China,20605,Lishui Zhejiang,28.456982,119.919233,NA,NA,NA
354,156,China,20610,Liuan,31.754268,116.498142,NA,NA,NA
355,156,China,20613,Liupanshui,26.592289,104.837711,NA,NA,NA
356,156,China,23744,Liuyang,28.15,113.63333,NA,NA,NA
357,156,China,20606,Liuzhou,24.301725,109.378368,NA,NA,NA
358,156,China,23746,Liyang,31.422985,119.483691,NA,NA,NA
360,156,China,23748,Longkou,37.641712,120.519875,NA,NA,NA
361,156,China,20608,Longyan,25.10722,117.0225,NA,NA,NA
362,156,China,20609,Loudi,27.73444,111.99444,NA,NA,NA
363,156,China,23752,Luoding,22.770797,111.565963,NA,NA,NA
364,156,China,20611,Luohe,33.573149,114.024063,NA,NA,NA
365,156,China,20612,Luoyang,34.618562,112.456179,NA,NA,NA
366,156,China,20614,Luzhou,28.877528,105.440814,NA,NA,NA
367,156,China,205666,Lvliang,37.519533,111.131763,NA,NA,NA
368,156,China,20615,Ma'anshan,31.707085,118.503768,NA,NA,NA
369,156,China,23755,Macheng,31.17833,115.03194,NA,NA,NA
