yearBegin,yearEnd,idOri,nameOri,idDes,nameDes,transportMode,length,notes
2010,2014,20373,Edmonton,20404,Vancouver,1,,air
2010,2014,20373,Edmonton,20402,Toronto,1,,air
2010,2014,20376,Halifax,20384,Montréal,1,,air
2010,2014,20376,Halifax,20402,Toronto,1,,air
2010,2014,20387,Ottawa-Gatineau,20402,Toronto,1,,air
2010,2014,20384,Montréal,20376,Halifax,1,,air
2010,2014,20384,Montréal,20370,Calgary,1,,air
2010,2014,20404,Vancouver,22972,Denver-Aurora,1,,air
2010,2014,20404,Vancouver,22956,Chicago,1,,air
2010,2014,20404,Vancouver,23130,San Francisco-Oakland,1,,air
2010,2014,20404,Vancouver,20370,Calgary,1,,air
2010,2014,20407,Winnipeg,20402,Toronto,1,,air
2010,2014,20370,Calgary,22972,Denver-Aurora,1,,air
2010,2014,20370,Calgary,23014,Houston,1,,air
2010,2014,20370,Calgary,22956,Chicago,1,,air
2010,2014,20370,Calgary,20384,Montréal,1,,air
2010,2014,20370,Calgary,20404,Vancouver,1,,air
2010,2014,20370,Calgary,20402,Toronto,1,,air
2010,2014,20402,Toronto,20373,Edmonton,1,,air
2010,2014,20402,Toronto,20376,Halifax,1,,air
2010,2014,20402,Toronto,20387,Ottawa-Gatineau,1,,air
2010,2014,20402,Toronto,20407,Winnipeg,1,,air
2010,2014,20402,Toronto,20370,Calgary,1,,air
2010,2014,20474,Changsha,20684,Taipei,1,,air
2010,2014,20684,Taipei,20474,Changsha,1,,air
2010,2014,20684,Taipei,20720,Xiamen,1,,air
2010,2014,20720,Xiamen,20684,Taipei,1,,air
2010,2014,21930,Amsterdam,20952,Bordeaux,1,,air
2010,2014,21930,Amsterdam,20985,Paris,1,,air
2010,2014,21930,Amsterdam,20982,Nice-Cannes,1,,air
2010,2014,22597,Stockholm,20985,Paris,1,,air
2010,2014,21113,Athínai (Athens),20985,Paris,1,,air
2010,2014,22922,Atlanta,22924,Augusta-Richmond County,1,,air
2010,2014,22922,Atlanta,23077,Nashville-Davidson,1,,air
2010,2014,22922,Atlanta,22939,Boston,1,,air
2010,2014,22922,Atlanta,22929,Baton Rouge,1,,air
2010,2014,22922,Atlanta,22928,Baltimore,1,,air
2010,2014,22922,Atlanta,22962,Columbia South Carolina,1,,air
2010,2014,22922,Atlanta,22952,Charleston-North Charleston,1,,air
2010,2014,22922,Atlanta,22954,Charlotte,1,,air
2010,2014,22922,Atlanta,22963,Columbus Ohio,1,,air
2010,2014,22922,Atlanta,22957,Cincinnati,1,,air
2010,2014,22922,Atlanta,23174,Washington D.C.,1,,air
2010,2014,22922,Atlanta,22972,Denver-Aurora,1,,air
2010,2014,22922,Atlanta,22974,Detroit,1,,air
2010,2014,22922,Atlanta,23004,Greensboro,1,,air
2010,2014,22922,Atlanta,23005,Greenville,1,,air
2010,2014,22922,Atlanta,23016,Huntsville,1,,air
2010,2014,22922,Atlanta,23014,Houston,1,,air
2010,2014,22922,Atlanta,23017,Indianapolis,1,,air
2010,2014,22922,Atlanta,23019,Jackson Mississippi,1,,air
2010,2014,22922,Atlanta,23083,New York-Newark,1,,air
2010,2014,22922,Atlanta,23052,Los Angeles-Long Beach-Santa Ana,1,,air
2010,2014,22922,Atlanta,23047,Lexington-Fayette,1,,air
2010,2014,22922,Atlanta,23028,Kansas City,1,,air
2010,2014,22922,Atlanta,22956,Chicago,1,,air
2010,2014,22922,Atlanta,23064,Miami,1,,air
2010,2014,22922,Atlanta,23069,Mobile,1,,air
2010,2014,22922,Atlanta,23058,Madison,1,,air
2010,2014,22922,Atlanta,23068,Minneapolis-St. Paul,1,,air
2010,2014,22922,Atlanta,23082,New Orleans,1,,air
2010,2014,22922,Atlanta,22956,Chicago,1,,air
2010,2014,22922,Atlanta,23098,Philadelphia,1,,air
2010,2014,22922,Atlanta,23099,Phoenix-Mesa,1,,air
2010,2014,22922,Atlanta,22976,Durham,1,,air
2010,2014,22922,Atlanta,23115,Richmond,1,,air
2010,2014,22922,Atlanta,23075,Bonita Springs-Naples,1,,air
2010,2014,22922,Atlanta,23128,San Antonio,1,,air
2010,2014,22922,Atlanta,23140,Seattle,1,,air
2010,2014,22922,Atlanta,23130,San Francisco-Oakland,1,,air
2010,2014,22922,Atlanta,23126,Salt Lake City,1,,air
2010,2014,22922,Atlanta,23152,St. Louis,1,,air
2010,2014,22922,Atlanta,23167,Tulsa,1,,air
2010,2014,22922,Atlanta,23032,Knoxville,1,,air
2010,2014,22922,Atlanta,22988,Fayetteville-Springdale,1,,air
2010,2014,22525,Barcelona,20985,Paris,1,,air
2010,2014,23077,Nashville-Davidson,22922,Atlanta,1,,air
2010,2014,20952,Bordeaux,21930,Amsterdam,1,,air
2010,2014,20952,Bordeaux,20985,Paris,1,,air
2010,2014,20952,Bordeaux,20985,Paris,1,,air
2010,2014,22939,Boston,22922,Atlanta,1,,air
2010,2014,21138,Budapest,20985,Paris,1,,air
2010,2014,22928,Baltimore,22922,Atlanta,1,,air
2010,2014,22962,Columbia South Carolina,22922,Atlanta,1,,air
2010,2014,20985,Paris,21930,Amsterdam,1,,air
2010,2014,20985,Paris,22597,Stockholm,1,,air
2010,2014,20985,Paris,21113,Athínai (Athens),1,,air
2010,2014,20985,Paris,22525,Barcelona,1,,air
2010,2014,20985,Paris,20952,Bordeaux,1,,air
2010,2014,20985,Paris,21138,Budapest,1,,air
2010,2014,20985,Paris,21891,Dar-el-Beida (Casablanca),1,,air
2010,2014,20985,Paris,20894,København (Copenhagen),1,,air
2010,2014,20985,Paris,21588,Roma (Rome),1,,air
2010,2014,20985,Paris,22602,Genève,1,,air
2010,2014,20985,Paris,204341,Hamburg,1,,air
2010,2014,20985,Paris,20937,Helsinki,1,,air
2010,2014,20985,Paris,22691,Istanbul,1,,air
2010,2014,20985,Paris,22365,Sankt Peterburg (Saint Petersburg),1,,air
2010,2014,20985,Paris,22860,London,1,,air
2010,2014,20985,Paris,21571,Milano (Milan),1,,air
2010,2014,20985,Paris,22167,Lisboa (Lisbon),1,,air
2010,2014,20985,Paris,20972,Lyon,1,,air
2010,2014,20985,Paris,22549,Madrid,1,,air
2010,2014,20985,Paris,20978,Montpellier,1,,air
2010,2014,20985,Paris,20973,Marseille-Aix-en-Provence,1,,air
2010,2014,20985,Paris,204371,München (Munich),1,,air
2010,2014,20985,Paris,20982,Nice-Cannes,1,,air
2010,2014,20985,Paris,20981,Nantes,1,,air
2010,2014,20985,Paris,22191,Bucuresti (Bucharest),1,,air
2010,2014,20985,Paris,20887,Praha (Prague),1,,air
2010,2014,20985,Paris,21778,Riga,1,,air
2010,2014,20985,Paris,22299,Moskva (Moscow),1,,air
2010,2014,20985,Paris,20997,Toulouse,1,,air
2010,2014,20985,Paris,22646,Tunis,1,,air
2010,2014,20985,Paris,204296,Berlin,1,,air
2010,2014,20985,Paris,21599,Venezia,1,,air
2010,2014,20985,Paris,20107,Wien (Vienna),1,,air
2010,2014,20985,Paris,22161,Warszawa (Warsaw),1,,air
2010,2014,22952,Charleston-North Charleston,22922,Atlanta,1,,air
2010,2014,22963,Columbus Ohio,22922,Atlanta,1,,air
2010,2014,21891,Dar-el-Beida (Casablanca),20985,Paris,1,,air
2010,2014,20894,København (Copenhagen),20985,Paris,1,,air
2010,2014,21826,Cancún,22922,Atlanta,1,,air
2010,2014,22957,Cincinnati,22922,Atlanta,1,,air
2010,2014,23174,Washington D.C.,22922,Atlanta,1,,air
2010,2014,22972,Denver-Aurora,22922,Atlanta,1,,air
2010,2014,22973,Des Moines,22922,Atlanta,1,,air
2010,2014,22974,Detroit,22922,Atlanta,1,,air
2010,2014,21588,Roma (Rome),20985,Paris,1,,air
2010,2014,21588,Roma (Rome),20982,Nice-Cannes,1,,air
2010,2014,23002,Grand Rapids,22922,Atlanta,1,,air
2010,2014,23004,Greensboro,22922,Atlanta,1,,air
2010,2014,23005,Greenville,22922,Atlanta,1,,air
2010,2014,22602,Genève,20985,Paris,1,,air
2010,2014,204341,Hamburg,20985,Paris,1,,air
2010,2014,20937,Helsinki,20985,Paris,1,,air
2010,2014,23016,Huntsville,22922,Atlanta,1,,air
2010,2014,23174,Washington D.C.,22922,Atlanta,1,,air
2010,2014,23014,Houston,22922,Atlanta,1,,air
2010,2014,23017,Indianapolis,22922,Atlanta,1,,air
2010,2014,22691,Istanbul,20985,Paris,1,,air
2010,2014,23083,New York-Newark,22922,Atlanta,1,,air
2010,2014,23043,Las Vegas,22922,Atlanta,1,,air
2010,2014,23052,Los Angeles-Long Beach-Santa Ana,22922,Atlanta,1,,air
2010,2014,22365,Sankt Peterburg (Saint Petersburg),20985,Paris,1,,air
2010,2014,22860,London,20985,Paris,1,,air
2010,2014,21571,Milano (Milan),20985,Paris,1,,air
2010,2014,21571,Milano (Milan),20985,Paris,1,,air
2010,2014,22167,Lisboa (Lisbon),20985,Paris,1,,air
2010,2014,23277,Lusaka,21799,Lilongwe,1,,air
2010,2014,20972,Lyon,20985,Paris,1,,air
2010,2014,20972,Lyon,20997,Toulouse,1,,air
2010,2014,22549,Madrid,20985,Paris,1,,air
2010,2014,23028,Kansas City,22922,Atlanta,1,,air
2010,2014,22956,Chicago,22922,Atlanta,1,,air
2010,2014,23063,Memphis,22922,Atlanta,1,,air
2010,2014,23064,Miami,22922,Atlanta,1,,air
2010,2014,23069,Mobile,22922,Atlanta,1,,air
2010,2014,20978,Montpellier,20985,Paris,1,,air
2010,2014,20978,Montpellier,20985,Paris,1,,air
2010,2014,20973,Marseille-Aix-en-Provence,20985,Paris,1,,air
2010,2014,20973,Marseille-Aix-en-Provence,20985,Paris,1,,air
2010,2014,23058,Madison,22922,Atlanta,1,,air
2010,2014,23068,Minneapolis-St. Paul,22922,Atlanta,1,,air
2010,2014,23082,New Orleans,22922,Atlanta,1,,air
2010,2014,204371,München (Munich),20985,Paris,1,,air
2010,2014,20982,Nice-Cannes,21930,Amsterdam,1,,air
2010,2014,20982,Nice-Cannes,20985,Paris,1,,air
2010,2014,20982,Nice-Cannes,21588,Roma (Rome),1,,air
2010,2014,20982,Nice-Cannes,20985,Paris,1,,air
2010,2014,20981,Nantes,20985,Paris,1,,air
2010,2014,23084,Virginia Beach,22922,Atlanta,1,,air
2010,2014,20985,Paris,20952,Bordeaux,1,,air
2010,2014,20985,Paris,21571,Milano (Milan),1,,air
2010,2014,20985,Paris,20978,Montpellier,1,,air
2010,2014,20985,Paris,20973,Marseille-Aix-en-Provence,1,,air
2010,2014,20985,Paris,20982,Nice-Cannes,1,,air
2010,2014,20985,Paris,20996,Toulon,1,,air
2010,2014,20985,Paris,20997,Toulouse,1,,air
2010,2014,22191,Bucuresti (Bucharest),20985,Paris,1,,air
2010,2014,23102,Portland,22922,Atlanta,1,,air
2010,2014,23098,Philadelphia,22922,Atlanta,1,,air
2010,2014,23100,Pittsburgh,22922,Atlanta,1,,air
2010,2014,20887,Praha (Prague),20985,Paris,1,,air
2010,2014,22976,Durham,22922,Atlanta,1,,air
2010,2014,23115,Richmond,22922,Atlanta,1,,air
2010,2014,21778,Riga,20985,Paris,1,,air
2010,2014,23075,Bonita Springs-Naples,22922,Atlanta,1,,air
2010,2014,23129,San Diego,22922,Atlanta,1,,air
2010,2014,23128,San Antonio,22922,Atlanta,1,,air
2010,2014,23140,Seattle,22922,Atlanta,1,,air
2010,2014,23130,San Francisco-Oakland,22922,Atlanta,1,,air
2010,2014,22177,San Juan,22922,Atlanta,1,,air
2010,2014,23126,Salt Lake City,22922,Atlanta,1,,air
2010,2014,23152,St. Louis,22922,Atlanta,1,,air
2010,2014,22299,Moskva (Moscow),20985,Paris,1,,air
2010,2014,20996,Toulon,20985,Paris,1,,air
2010,2014,20997,Toulouse,20985,Paris,1,,air
2010,2014,20997,Toulouse,20972,Lyon,1,,air
2010,2014,20997,Toulouse,20985,Paris,1,,air
2010,2014,22646,Tunis,20985,Paris,1,,air
2010,2014,204296,Berlin,20985,Paris,1,,air
2010,2014,23032,Knoxville,22922,Atlanta,1,,air
2010,2014,21599,Venezia,20985,Paris,1,,air
2010,2014,20107,Wien (Vienna),20985,Paris,1,,air
2010,2014,22161,Warszawa (Warsaw),20985,Paris,1,,air
2010,2014,20009,Annaba,20006,El Djazaïr  (Algiers),1,,air
2010,2014,20006,El Djazaïr  (Algiers),20009,Annaba,1,,air
2010,2014,20006,El Djazaïr  (Algiers),20985,Paris,1,,air
2010,2014,20006,El Djazaïr  (Algiers),20019,Qacentina,1,,air
2010,2014,20019,Qacentina,20006,El Djazaïr  (Algiers),1,,air
2010,2014,20035,Wahran (Oran),20006,El Djazaïr  (Algiers),1,,air
2010,2014,20985,Paris,20006,El Djazaïr  (Algiers),1,,air
2010,2014,21228,Delhi,21196,Bhubaneswar,1,,air
2010,2014,21823,Acapulco de Juárez,21853,Ciudad de México (Mexico City),1,,air
2010,2014,22922,Atlanta,22939,Boston,1,,air
2010,2014,22922,Atlanta,22928,Baltimore,1,,air
2010,2014,22922,Atlanta,21826,Cancún,1,,air
2010,2014,22922,Atlanta,22957,Cincinnati,1,,air
2010,2014,22922,Atlanta,22972,Denver-Aurora,1,,air
2010,2014,22922,Atlanta,22974,Detroit,1,,air
2010,2014,22922,Atlanta,23083,New York-Newark,1,,air
2010,2014,22922,Atlanta,23083,New York-Newark,1,,air
2010,2014,22922,Atlanta,23028,Kansas City,1,,air
2010,2014,22922,Atlanta,21853,Ciudad de México (Mexico City),1,,air
2010,2014,22922,Atlanta,23068,Minneapolis-St. Paul,1,,air
2010,2014,22922,Atlanta,23098,Philadelphia,1,,air
2010,2014,22922,Atlanta,22976,Durham,1,,air
2010,2014,22922,Atlanta,23115,Richmond,1,,air
2010,2014,22922,Atlanta,23140,Seattle,1,,air
2010,2014,22922,Atlanta,23152,St. Louis,1,,air
2010,2014,22939,Boston,22922,Atlanta,1,,air
2010,2014,22928,Baltimore,22922,Atlanta,1,,air
2010,2014,21826,Cancún,21853,Ciudad de México (Mexico City),1,,air
2010,2014,23174,Washington D.C.,22922,Atlanta,1,,air
2010,2014,22974,Detroit,22922,Atlanta,1,,air
2010,2014,21841,Guadalajara,21853,Ciudad de México (Mexico City),1,,air
2010,2014,23020,Jacksonville Florida,22922,Atlanta,1,,air
2010,2014,23083,New York-Newark,22922,Atlanta,1,,air
2010,2014,23052,Los Angeles-Long Beach-Santa Ana,205566,Puerto Vallarta,1,,air
2010,2014,23083,New York-Newark,22922,Atlanta,1,,air
2010,2014,22078,Lima,21853,Ciudad de México (Mexico City),1,,air
2010,2014,23028,Kansas City,22922,Atlanta,1,,air
2010,2014,23091,Orlando,22922,Atlanta,1,,air
2010,2014,21853,Ciudad de México (Mexico City),21823,Acapulco de Juárez,1,,air
2010,2014,21853,Ciudad de México (Mexico City),22922,Atlanta,1,,air
2010,2014,21853,Ciudad de México (Mexico City),21826,Cancún,1,,air
2010,2014,21853,Ciudad de México (Mexico City),21841,Guadalajara,1,,air
2010,2014,21853,Ciudad de México (Mexico City),22078,Lima,1,,air
2010,2014,21853,Ciudad de México (Mexico City),21851,Mérida,1,,air
2010,2014,21853,Ciudad de México (Mexico City),21855,Monterrey,1,,air
2010,2014,21853,Ciudad de México (Mexico City),205566,Puerto Vallarta,1,,air
2010,2014,21853,Ciudad de México (Mexico City),21871,Tijuana,1,,air
2010,2014,21853,Ciudad de México (Mexico City),21877,Villahermosa,1,,air
2010,2014,21851,Mérida,21853,Ciudad de México (Mexico City),1,,air
2010,2014,23082,New Orleans,22922,Atlanta,1,,air
2010,2014,21855,Monterrey,21853,Ciudad de México (Mexico City),1,,air
2010,2014,23098,Philadelphia,22922,Atlanta,1,,air
2010,2014,205566,Puerto Vallarta,23052,Los Angeles-Long Beach-Santa Ana,1,,air
2010,2014,205566,Puerto Vallarta,21853,Ciudad de México (Mexico City),1,,air
2010,2014,22976,Durham,22922,Atlanta,1,,air
2010,2014,23140,Seattle,22922,Atlanta,1,,air
2010,2014,23152,St. Louis,22922,Atlanta,1,,air
2010,2014,21871,Tijuana,21853,Ciudad de México (Mexico City),1,,air
2010,2014,21877,Villahermosa,21853,Ciudad de México (Mexico City),1,,air
2010,2014,20985,Paris,21571,Milano (Milan),1,,air
2010,2014,21571,Milano (Milan),21552,Bari,1,,air
2010,2014,21571,Milano (Milan),20985,Paris,1,,air
2010,2014,21571,Milano (Milan),21577,Palermo,1,,air
2010,2014,22922,Atlanta,23077,Nashville-Davidson,1,,air
2010,2014,22922,Atlanta,22952,Charleston-North Charleston,1,,air
2010,2014,22922,Atlanta,22954,Charlotte,1,,air
2010,2014,22922,Atlanta,23004,Greensboro,1,,air
2010,2014,22922,Atlanta,23016,Huntsville,1,,air
2010,2014,22922,Atlanta,23019,Jackson Mississippi,1,,air
2010,2014,22922,Atlanta,23020,Jacksonville Florida,1,,air
2010,2014,22922,Atlanta,23052,Los Angeles-Long Beach-Santa Ana,1,,air
2010,2014,22922,Atlanta,23063,Memphis,1,,air
2010,2014,22922,Atlanta,23064,Miami,1,,air
2010,2014,22922,Atlanta,23082,New Orleans,1,,air
2010,2014,22922,Atlanta,23084,Virginia Beach,1,,air
2010,2014,22922,Atlanta,22976,Durham,1,,air
2010,2014,22922,Atlanta,23075,Bonita Springs-Naples,1,,air
2010,2014,22922,Atlanta,23032,Knoxville,1,,air
2010,2014,23077,Nashville-Davidson,22922,Atlanta,1,,air
2010,2014,22952,Charleston-North Charleston,22922,Atlanta,1,,air
2010,2014,22972,Denver-Aurora,23140,Seattle,1,,air
2010,2014,22966,Dallas-Fort Worth,23052,Los Angeles-Long Beach-Santa Ana,1,,air
2010,2014,22966,Dallas-Fort Worth,23129,San Diego,1,,air
2010,2014,22966,Dallas-Fort Worth,23130,San Francisco-Oakland,1,,air
2010,2014,22974,Detroit,23129,San Diego,1,,air
2010,2014,23004,Greensboro,22922,Atlanta,1,,air
2010,2014,23016,Huntsville,22922,Atlanta,1,,air
2010,2014,23019,Jackson Mississippi,22922,Atlanta,1,,air
2010,2014,23020,Jacksonville Florida,22922,Atlanta,1,,air
2010,2014,23043,Las Vegas,23140,Seattle,1,,air
2010,2014,23052,Los Angeles-Long Beach-Santa Ana,22922,Atlanta,1,,air
2010,2014,23052,Los Angeles-Long Beach-Santa Ana,22966,Dallas-Fort Worth,1,,air
2010,2014,23052,Los Angeles-Long Beach-Santa Ana,23064,Miami,1,,air
2010,2014,23052,Los Angeles-Long Beach-Santa Ana,23102,Portland,1,,air
2010,2014,23052,Los Angeles-Long Beach-Santa Ana,23140,Seattle,1,,air
2010,2014,23052,Los Angeles-Long Beach-Santa Ana,20404,Vancouver,1,,air
2010,2014,23063,Memphis,22922,Atlanta,1,,air
2010,2014,23064,Miami,22922,Atlanta,1,,air
2010,2014,23064,Miami,23052,Los Angeles-Long Beach-Santa Ana,1,,air
2010,2014,23064,Miami,23130,San Francisco-Oakland,1,,air
2010,2014,23068,Minneapolis-St. Paul,23140,Seattle,1,,air
2010,2014,23082,New Orleans,22922,Atlanta,1,,air
2010,2014,23130,San Francisco-Oakland,23140,Seattle,1,,air
2010,2014,22956,Chicago,23140,Seattle,1,,air
2010,2014,23084,Virginia Beach,22922,Atlanta,1,,air
2010,2014,23102,Portland,23052,Los Angeles-Long Beach-Santa Ana,1,,air
2010,2014,23102,Portland,23099,Phoenix-Mesa,1,,air
2010,2014,23102,Portland,23129,San Diego,1,,air
2010,2014,23102,Portland,23131,San Jose,1,,air
2010,2014,23102,Portland,23126,Salt Lake City,1,,air
2010,2014,23099,Phoenix-Mesa,23102,Portland,1,,air
2010,2014,23099,Phoenix-Mesa,23140,Seattle,1,,air
2010,2014,23093,Indio-Cathedral City-Palm Springs,23140,Seattle,1,,air
2010,2014,22976,Durham,22922,Atlanta,1,,air
2010,2014,23075,Bonita Springs-Naples,22922,Atlanta,1,,air
2010,2014,23129,San Diego,22922,Atlanta,1,,air
2010,2014,23129,San Diego,22966,Dallas-Fort Worth,1,,air
2010,2014,23129,San Diego,23068,Minneapolis-St. Paul,1,,air
2010,2014,23129,San Diego,23102,Portland,1,,air
2010,2014,23129,San Diego,23140,Seattle,1,,air
2010,2014,23129,San Diego,23126,Salt Lake City,1,,air
2010,2014,23140,Seattle,22972,Denver-Aurora,1,,air
2010,2014,23140,Seattle,23043,Las Vegas,1,,air
2010,2014,23140,Seattle,23052,Los Angeles-Long Beach-Santa Ana,1,,air
2010,2014,23140,Seattle,23068,Minneapolis-St. Paul,1,,air
2010,2014,23140,Seattle,23130,San Francisco-Oakland,1,,air
2010,2014,23140,Seattle,22956,Chicago,1,,air
2010,2014,23140,Seattle,23099,Phoenix-Mesa,1,,air
2010,2014,23140,Seattle,23129,San Diego,1,,air
2010,2014,23140,Seattle,23130,San Francisco-Oakland,1,,air
2010,2014,23140,Seattle,23131,San Jose,1,,air
2010,2014,23140,Seattle,23126,Salt Lake City,1,,air
2010,2014,23130,San Francisco-Oakland,22966,Dallas-Fort Worth,1,,air
2010,2014,23130,San Francisco-Oakland,23064,Miami,1,,air
2010,2014,23130,San Francisco-Oakland,23102,Portland,1,,air
2010,2014,23130,San Francisco-Oakland,23140,Seattle,1,,air
2010,2014,23131,San Jose,23102,Portland,1,,air
2010,2014,23131,San Jose,23140,Seattle,1,,air
2010,2014,23126,Salt Lake City,22922,Atlanta,1,,air
2010,2014,23126,Salt Lake City,23102,Portland,1,,air
2010,2014,23126,Salt Lake City,23129,San Diego,1,,air
2010,2014,23126,Salt Lake City,23140,Seattle,1,,air
2010,2014,23032,Knoxville,22922,Atlanta,1,,air
2010,2014,20404,Vancouver,23052,Los Angeles-Long Beach-Santa Ana,1,,air
2010,2014,21888,Agadir,21891,Dar-el-Beida (Casablanca),1,,air
2010,2014,21891,Dar-el-Beida (Casablanca),21888,Agadir,1,,air
2010,2014,21891,Dar-el-Beida (Casablanca),21898,Oujda,1,,air
2010,2014,21891,Dar-el-Beida (Casablanca),21896,Marrakech,1,,air
2010,2014,21891,Dar-el-Beida (Casablanca),21903,Tanger,1,,air
2010,2014,21898,Oujda,21891,Dar-el-Beida (Casablanca),1,,air
2010,2014,21896,Marrakech,21891,Dar-el-Beida (Casablanca),1,,air
2010,2014,21903,Tanger,21891,Dar-el-Beida (Casablanca),1,,air
2010,2014,20806,Armenia,20837,Bogotá,1,,air
2010,2014,20808,Barranquilla,20837,Bogotá,1,,air
2010,2014,20808,Barranquilla,20827,Medellín,1,,air
2010,2014,20809,Bucaramanga,20837,Bogotá,1,,air
2010,2014,20837,Bogotá,20806,Armenia,1,,air
2010,2014,20837,Bogotá,20808,Barranquilla,1,,air
2010,2014,20837,Bogotá,20809,Bucaramanga,1,,air
2010,2014,20837,Bogotá,20813,Cartagena,1,,air
2010,2014,20837,Bogotá,20816,Cúcuta,1,,air
2010,2014,20837,Bogotá,20827,Medellín,1,,air
2010,2014,20837,Bogotá,21853,Ciudad de México (Mexico City),1,,air
2010,2014,20837,Bogotá,20828,Monteria,1,,air
2010,2014,20837,Bogotá,20833,Pereira,1,,air
2010,2014,20837,Bogotá,22063,Ciudad de Panamá (Panama City),1,,air
2010,2014,20837,Bogotá,20917,San Salvador,1,,air
2010,2014,20837,Bogotá,20838,Santa Marta,1,,air
2010,2014,20837,Bogotá,20844,Valledupar,1,,air
2010,2014,20812,Cali,20827,Medellín,1,,air
2010,2014,20812,Cali,23064,Miami,1,,air
2010,2014,20813,Cartagena,20837,Bogotá,1,,air
2010,2014,20816,Cúcuta,20837,Bogotá,1,,air
2010,2014,21826,Cancún,20917,San Salvador,1,,air
2010,2014,21124,Ciudad de Guatemala (Guatemala City),20917,San Salvador,1,,air
2010,2014,23174,Washington D.C.,20917,San Salvador,1,,air
2010,2014,23052,Los Angeles-Long Beach-Santa Ana,20917,San Salvador,1,,air
2010,2014,22078,Lima,20917,San Salvador,1,,air
2010,2014,20827,Medellín,20808,Barranquilla,1,,air
2010,2014,20827,Medellín,20837,Bogotá,1,,air
2010,2014,20827,Medellín,20812,Cali,1,,air
2010,2014,21853,Ciudad de México (Mexico City),20837,Bogotá,1,,air
2010,2014,23064,Miami,20812,Cali,1,,air
2010,2014,23064,Miami,20917,San Salvador,1,,air
2010,2014,23064,Miami,21135,San Pedro Sula,1,,air
2010,2014,20828,Monteria,20837,Bogotá,1,,air
2010,2014,20833,Pereira,20837,Bogotá,1,,air
2010,2014,22063,Ciudad de Panamá (Panama City),20837,Bogotá,1,,air
2010,2014,20917,San Salvador,20837,Bogotá,1,,air
2010,2014,20917,San Salvador,21826,Cancún,1,,air
2010,2014,20917,San Salvador,21124,Ciudad de Guatemala (Guatemala City),1,,air
2010,2014,20917,San Salvador,23174,Washington D.C.,1,,air
2010,2014,20917,San Salvador,23052,Los Angeles-Long Beach-Santa Ana,1,,air
2010,2014,20917,San Salvador,22078,Lima,1,,air
2010,2014,20917,San Salvador,23064,Miami,1,,air
2010,2014,20917,San Salvador,21135,San Pedro Sula,1,,air
2010,2014,20917,San Salvador,20861,San José,1,,air
2010,2014,21135,San Pedro Sula,23064,Miami,1,,air
2010,2014,21135,San Pedro Sula,20917,San Salvador,1,,air
2010,2014,20861,San José,20917,San Salvador,1,,air
2010,2014,20838,Santa Marta,20837,Bogotá,1,,air
2010,2014,20844,Valledupar,20837,Bogotá,1,,air
2010,2014,22550,Malaga,20937,Helsinki,1,,air
2010,2014,22597,Stockholm,22860,London,1,,air
2010,2014,22597,Stockholm,204296,Berlin,1,,air
2010,2014,20144,Bruxelles-Brussel,22167,Lisboa (Lisbon),1,,air
2010,2014,20985,Paris,20937,Helsinki,1,,air
2010,2014,204299,Bonn,204296,Berlin,1,,air
2010,2014,20894,København (Copenhagen),204312,Duesseldorf,1,,air
2010,2014,20894,København (Copenhagen),20937,Helsinki,1,,air
2010,2014,20894,København (Copenhagen),204296,Berlin,1,,air
2010,2014,21558,Catania,204296,Berlin,1,,air
2010,2014,204312,Duesseldorf,20894,København (Copenhagen),1,,air
2010,2014,20937,Helsinki,22550,Malaga,1,,air
2010,2014,20937,Helsinki,20985,Paris,1,,air
2010,2014,20937,Helsinki,20894,København (Copenhagen),1,,air
2010,2014,20937,Helsinki,22132,Kraków (Cracow),1,,air
2010,2014,20937,Helsinki,22860,London,1,,air
2010,2014,20937,Helsinki,205160,Busto Arsizio,1,,air
2010,2014,20937,Helsinki,20887,Praha (Prague),1,,air
2010,2014,23083,New York-Newark,22549,Madrid,1,,air
2010,2014,22132,Kraków (Cracow),20937,Helsinki,1,,air
2010,2014,22860,London,22597,Stockholm,1,,air
2010,2014,22860,London,20937,Helsinki,1,,air
2010,2014,22167,Lisboa (Lisbon),20144,Bruxelles-Brussel,1,,air
2010,2014,22549,Madrid,23083,New York-Newark,1,,air
2010,2014,205160,Busto Arsizio,20937,Helsinki,1,,air
2010,2014,20887,Praha (Prague),20937,Helsinki,1,,air
2010,2014,204296,Berlin,22597,Stockholm,1,,air
2010,2014,204296,Berlin,20894,København (Copenhagen),1,,air
2010,2014,204296,Berlin,21558,Catania,1,,air
2010,2014,21930,Amsterdam,21588,Roma (Rome),1,,air
2010,2014,21930,Amsterdam,204341,Hamburg,1,,air
2010,2014,22597,Stockholm,20985,Paris,1,,air
2010,2014,21113,Athínai (Athens),21588,Roma (Rome),1,,air
2010,2014,22922,Atlanta,22939,Boston,1,,air
2010,2014,22922,Atlanta,22963,Columbus Ohio,1,,air
2010,2014,22922,Atlanta,23004,Greensboro,1,,air
2010,2014,22922,Atlanta,23064,Miami,1,,air
2010,2014,22922,Atlanta,22956,Chicago,1,,air
2010,2014,22922,Atlanta,22976,Durham,1,,air
2010,2014,22922,Atlanta,23140,Seattle,1,,air
2010,2014,22525,Barcelona,21588,Roma (Rome),1,,air
2010,2014,23241,Beograd (Belgrade),21588,Roma (Rome),1,,air
2010,2014,21773,Bayrut (Beirut),21588,Roma (Rome),1,,air
