cityCode,index,countryCode,countryName,cityName,latitude,longitude,radius,yearMotorway,yearHST,Index,pop1950,pop1955,pop1960,pop1965,pop1970,pop1975,pop1980,pop1985,pop1990,pop1995,pop2000,pop2005,pop2010,pop2015,pop2020,pop2025,pop2030,nbOri,nbDes
22844,1486,826,United Kingdom,Coventry-Bedworth,52.4066,-1.5122,NA,NA,NA,1486,303,327,352,365,375,366,354,343,333,334,338,348,358,370,385,405,426,NA,NA
22849,1487,826,United Kingdom,Edinburgh,55.9521,-3.1965,NA,NA,NA,1487,453,459,464,462,459,442,423,420,419,433,451,466,480,495,514,540,567,4,5
22856,1489,826,United Kingdom,Kingston upon Hull,53.748257,-0.334021,NA,NA,NA,1489,356,362,368,359,349,338,327,319,312,307,302,307,313,320,331,348,367,NA,NA
22858,1490,826,United Kingdom,Leicester,52.6386,-1.1317,NA,NA,NA,1490,384,401,418,419,416,413,410,412,416,431,449,475,504,536,568,599,628,NA,NA
22859,1491,826,United Kingdom,Liverpool,53.41058,-2.97794,NA,NA,NA,1491,1382,1383,1384,1334,1276,1162,1047,944,851,843,850,856,863,870,890,929,970,NA,NA
22860,1492,826,United Kingdom,London,51.50853,-0.12574,NA,NA,NA,1492,8361,8278,8196,7869,7509,7546,7660,7848,8054,8323,8613,9119,9699,10313,10849,11207,11467,119,111
22862,1493,826,United Kingdom,Manchester,53.48095,-2.23743,NA,NA,NA,1493,2422,2425,2427,2413,2396,2370,2343,2313,2282,2308,2345,2434,2538,2646,2758,2868,2968,17,18
22865,1495,826,United Kingdom,Newport,51.58471,-2.997939,NA,NA,NA,1495,117,119,120,122,124,121,117,170,266,288,291,298,306,314,326,343,362,NA,NA
22868,1496,826,United Kingdom,Nottingham,52.9536,-1.15047,NA,NA,NA,1496,641,663,685,679,666,636,604,605,613,639,670,698,726,755,789,827,865,NA,NA
22873,1497,826,United Kingdom,Preston,53.761025,-2.702435,NA,NA,NA,1497,254,259,263,259,253,258,265,273,281,285,288,299,311,325,340,359,378,NA,NA
22874,1498,826,United Kingdom,Reading-Wokingham,51.4112,-0.8356,NA,NA,NA,1498,162,175,190,201,211,207,199,248,323,321,304,309,317,325,338,356,375,NA,NA
22875,1499,826,United Kingdom,Sheffield,53.38297,-1.4659,NA,NA,NA,1499,645,654,663,662,658,651,643,638,634,636,640,659,682,706,735,771,806,NA,NA
22877,1500,826,United Kingdom,Southampton/Portsmouth (South Hampshire),50.911698,-1.40357,NA,NA,NA,1500,685,723,763,758,745,719,691,709,736,764,792,821,851,882,919,962,1005,NA,NA
22878,1501,826,United Kingdom,Southend-On-Sea,51.53782,0.71433,NA,NA,NA,1501,265,271,277,277,275,270,265,265,267,270,275,284,294,304,318,335,353,NA,NA
22881,1503,826,United Kingdom,Sunderland,54.9119,-1.3833,NA,NA,NA,1503,213,218,224,224,223,214,203,259,348,353,339,336,336,335,341,358,377,NA,NA
22882,1504,826,United Kingdom,Swansea,51.6208,-3.9432,NA,NA,NA,1504,280,281,282,286,291,288,283,283,283,282,281,289,299,309,323,341,359,NA,NA
22884,1505,826,United Kingdom,Teeside (Middlesbrough),54.57623,-1.23483,NA,NA,NA,1505,375,396,417,413,403,394,384,377,371,368,366,370,376,382,393,413,435,NA,NA
22886,1502,826,United Kingdom,Stoke-on-Trent (The Potteries),53.0042,-2.1854,NA,NA,NA,1502,400,406,413,406,397,388,378,373,369,366,363,367,372,377,389,408,429,NA,NA
22887,1494,826,United Kingdom,Newcastle upon Tyne,54.97328,-1.61396,NA,NA,NA,1494,909,921,934,913,886,838,790,768,752,745,741,754,772,791,817,855,894,3,3
23241,1355,688,Serbia,Beograd (Belgrade),44.817649,20.463309,NA,NA,NA,1355,432,523,638,751,878,975,1073,1107,1130,1128,1122,1136,1160,1182,1185,1190,1196,7,6
204296,671,276,Germany,Berlin,52.52437,13.41053,NA,NA,NA,671,3338,3299,3260,3232,3206,3130,3056,3060,3422,3471,3384,3391,3475,3563,3626,3654,3658,47,54
204297,672,276,Germany,Bielefeld,52.03333,8.53333,NA,NA,NA,672,262,285,311,322,329,321,313,301,317,324,321,327,324,321,322,330,338,NA,NA
204298,673,276,Germany,Bochum,51.48333,7.21667,NA,NA,NA,673,357,392,433,433,425,413,402,383,395,400,392,387,377,367,364,371,380,NA,NA
204299,674,276,Germany,Bonn,50.73438,7.09548,NA,NA,NA,674,201,230,264,273,275,281,287,291,290,291,302,312,324,337,349,359,367,10,7
204303,675,276,Germany,Bremen,53.07516,8.80777,NA,NA,NA,675,445,495,553,573,582,569,556,528,548,549,540,546,548,549,554,565,576,3,3
204310,676,276,Germany,Dortmund,51.51667,7.45,NA,NA,NA,676,508,563,629,641,639,624,610,576,597,600,590,588,583,577,577,587,598,NA,NA
204311,679,276,Germany,Duisburg,51.43333,6.75,NA,NA,NA,679,411,450,494,481,456,502,553,521,534,536,517,503,489,475,470,478,488,NA,NA
204312,678,276,Germany,Duesseldorf,51.22172,6.77616,NA,NA,NA,678,501,582,682,685,663,627,594,564,575,572,569,574,588,603,617,631,642,31,30
204316,680,276,Germany,Essen,51.45374,7.010388,NA,NA,NA,680,612,662,721,717,698,674,650,623,626,616,597,587,576,566,564,574,585,NA,NA
204332,681,276,Germany,Frankfurt am Main,50.11667,8.68333,NA,NA,NA,681,532,595,668,677,669,650,631,597,640,651,645,649,681,715,743,761,774,90,87
204341,682,276,Germany,Hamburg,53.55,10,NA,NA,NA,682,1608,1703,1812,1815,1792,1721,1652,1586,1639,1707,1710,1739,1785,1831,1867,1892,1906,25,23
204343,683,276,Germany,Hannover,52.37052,9.73322,NA,NA,NA,683,444,520,572,559,524,558,536,511,513,524,515,516,523,533,543,555,566,5,5
204352,684,276,Germany,Karlsruhe,49.00472,8.38583,NA,NA,NA,684,199,217,238,250,259,265,271,269,273,276,278,285,294,305,315,324,332,2,2
204358,685,276,Germany,Köln (Cologne),50.93333,6.95,NA,NA,NA,685,598,683,788,827,849,908,970,919,950,965,963,976,1009,1037,1061,1080,1095,NA,NA
204367,687,276,Germany,Mannheim,49.48833,8.46472,NA,NA,NA,687,246,274,307,322,332,318,306,295,308,314,307,308,313,319,326,335,343,NA,NA
204371,689,276,Germany,München (Munich),48.137076,11.573377,NA,NA,NA,689,831,936,1060,1175,1294,1296,1299,1267,1218,1241,1202,1254,1353,1438,1502,1533,1548,57,55
204372,688,276,Germany,Muenster (Westfalen),51.96236,7.62571,NA,NA,NA,688,210,239,275,299,320,295,272,271,256,265,265,270,286,304,320,330,339,NA,NA
204376,690,276,Germany,Nurenberg,49.450418,11.075791,NA,NA,NA,690,366,402,446,463,474,479,484,467,490,494,488,497,508,517,527,539,550,1,1
204397,691,276,Germany,Stuttgart,48.78232,9.17702,NA,NA,NA,691,498,556,624,636,633,607,583,562,575,587,583,592,608,626,642,656,668,11,11
204410,692,276,Germany,Wuppertal,51.26667,7.18333,NA,NA,NA,692,364,388,416,420,418,406,395,378,381,383,368,360,352,344,342,349,357,NA,NA
204437,677,276,Germany,Dresden,51.05089,13.73832,NA,NA,NA,677,494,498,501,505,509,512,516,520,496,472,477,491,521,550,573,589,600,2,2
204439,686,276,Germany,Leipzig,51.33962,12.37129,NA,NA,NA,686,606,599,592,584,577,570,563,555,520,476,491,501,524,551,573,589,600,2,2
204592,1506,826,United Kingdom,West Yorkshire,53.798431,-1.764855,NA,NA,NA,1506,1692,1697,1703,1714,1726,1618,1496,1464,1448,1468,1495,1611,1756,1912,2054,2154,2235,3,3
204765,1488,826,United Kingdom,Glasgow,55.86515,-4.25763,NA,NA,NA,1488,1755,1777,1798,1770,1734,1728,1728,1488,1234,1191,1180,1191,1207,1223,1254,1306,1360,3,4
205146,1123,528,Netherlands,s-Gravenhage (The Hague),52.0767,4.2986,NA,NA,NA,1123,726,733,740,743,708,649,623,606,604,605,611,620,635,650,676,703,725,NA,NA
205149,1389,724,Spain,Zaragoza,41.65606,-0.87734,NA,NA,NA,1389,263,291,323,388,471,526,583,604,620,619,616,637,669,701,726,752,777,NA,NA
205160,955,380,Italy,Busto Arsizio,45.61128,8.84914,NA,NA,NA,955,333,364,402,444,489,515,533,540,544,552,563,582,606,630,649,663,677,13,14
205161,959,380,Italy,Como,45.80998,9.08744,NA,NA,NA,959,258,275,294,321,352,372,387,393,397,402,407,422,442,461,477,489,500,NA,NA
205162,957,380,Italy,Caserta,41.08322,14.33493,NA,NA,NA,957,263,274,286,296,306,322,341,357,371,382,393,403,411,420,428,437,448,NA,NA
205163,951,380,Italy,Barletta,41.31183,16.29077,NA,NA,NA,951,271,277,281,283,284,290,299,308,317,324,330,333,336,339,342,350,359,NA,NA
205164,977,380,Italy,Treviso,45.66667,12.245,NA,NA,NA,977,213,216,219,230,244,256,267,273,278,286,296,312,332,353,369,380,390,NA,NA
205165,966,380,Italy,Nola,40.92201,14.53294,NA,NA,NA,966,185,194,202,209,215,227,244,260,276,286,294,302,310,318,325,333,342,NA,NA
205188,974,380,Italy,Seregno,45.65238,9.20034,NA,NA,NA,974,260,288,324,364,409,435,453,465,475,487,501,526,556,588,612,627,640,NA,NA
206480,1479,826,United Kingdom,Belfast,54.594668,-5.929812,NA,NA,NA,1479,446,432,418,416,417,431,449,468,487,526,571,587,596,605,623,652,683,NA,NA
