eYearBegin,eYearEnd,cityCodeOri,nameOri,cityCodeDes,nameDes,transportModeCode,length,notes
1940,,20894,København (Copenhagen),204332,Frankfurt am Main,1,671,air
1940,,204332,Frankfurt am Main,20894,København (Copenhagen),1,671,air
1940,,204332,Frankfurt am Main,20894,København (Copenhagen),1,671,air
1940,,20894,København (Copenhagen),204332,Frankfurt am Main,1,671,air
1940,,204332,Frankfurt am Main,20894,København (Copenhagen),1,671,air
1940,,20894,København (Copenhagen),204332,Frankfurt am Main,1,671,air
1940,,204332,Frankfurt am Main,20894,København (Copenhagen),1,671,air
1940,,23129,San Diego,23131,San Jose,1,671,air
1940,,23131,San Jose,23129,San Diego,1,671,air
1940,,20517,Guangzhou Guangdong,20622,Nanchang,1,671,air
1940,,20622,Nanchang,20517,Guangzhou Guangdong,1,671,air
1940,,23130,San Francisco-Oakland,23043,Las Vegas,1,672,air
1940,,23043,Las Vegas,23130,San Francisco-Oakland,1,672,air
1940,,23130,San Francisco-Oakland,23043,Las Vegas,1,672,air
1940,,23043,Las Vegas,23130,San Francisco-Oakland,1,672,air
1940,,23043,Las Vegas,23130,San Francisco-Oakland,1,672,air
1940,,23130,San Francisco-Oakland,23043,Las Vegas,1,672,air
1940,,23130,San Francisco-Oakland,23043,Las Vegas,1,672,air
1940,,22922,Atlanta,23160,Tampa-St. Petersburg,1,672,air
1940,,23160,Tampa-St. Petersburg,22922,Atlanta,1,672,air
1940,,22922,Atlanta,23160,Tampa-St. Petersburg,1,672,air
1940,,204296,Berlin,22606,Zürich (Zurich),1,673,air
1940,,22606,Zürich (Zurich),204296,Berlin,1,673,air
1940,,204296,Berlin,22606,Zürich (Zurich),1,673,air
1940,,22606,Zürich (Zurich),204296,Berlin,1,673,air
1940,,204585,Hiroshima,21671,Tokyo,1,674,air
1940,,21671,Tokyo,204585,Hiroshima,1,674,air
1940,,21853,Ciudad de México (Mexico City),21877,Villahermosa,1,675,air
1940,,21877,Villahermosa,21853,Ciudad de México (Mexico City),1,675,air
1940,,20404,Vancouver,20370,Calgary,1,675,air
1940,,20370,Calgary,20404,Vancouver,1,675,air
1940,,20404,Vancouver,20370,Calgary,1,675,air
1940,,20370,Calgary,20404,Vancouver,1,675,air
1940,,22429,Najran,22421,Jiddah,1,682,air
1940,,22421,Jiddah,22429,Najran,1,682,air
1940,,20414,Colombo,21321,Chennai (Madras),1,682,air
1940,,21321,Chennai (Madras),20414,Colombo,1,682,air
1940,,20414,Colombo,21321,Chennai (Madras),1,682,air
1940,,21321,Chennai (Madras),20414,Colombo,1,682,air
1940,,22922,Atlanta,23082,New Orleans,1,683,air
1940,,23082,New Orleans,22922,Atlanta,1,683,air
1940,,23082,New Orleans,22922,Atlanta,1,683,air
1940,,22922,Atlanta,23082,New Orleans,1,683,air
1940,,23082,New Orleans,22922,Atlanta,1,683,air
1940,,22922,Atlanta,23082,New Orleans,1,683,air
1940,,23082,New Orleans,22922,Atlanta,1,683,air
1940,,23082,New Orleans,22922,Atlanta,1,683,air
1940,,22922,Atlanta,23082,New Orleans,1,683,air
1940,,23082,New Orleans,22922,Atlanta,1,683,air
1940,,20517,Guangzhou Guangdong,23619,Fuqing,1,684,air
1940,,23619,Fuqing,20517,Guangzhou Guangdong,1,684,air
1940,,20985,Paris,204371,München (Munich),1,684,air
1940,,204371,München (Munich),20985,Paris,1,684,air
1940,,20985,Paris,204371,München (Munich),1,684,air
1940,,204371,München (Munich),20985,Paris,1,684,air
1940,,21588,Roma (Rome),22606,Zürich (Zurich),1,684,air
1940,,22606,Zürich (Zurich),21588,Roma (Rome),1,684,air
1940,,21588,Roma (Rome),22606,Zürich (Zurich),1,684,air
1940,,22606,Zürich (Zurich),21588,Roma (Rome),1,684,air
1940,,20985,Paris,20982,Nice-Cannes,1,685,air
1940,,20982,Nice-Cannes,20985,Paris,1,685,air
1940,,20982,Nice-Cannes,20985,Paris,1,685,air
1940,,20985,Paris,20982,Nice-Cannes,1,685,air
1940,,21520,Shiraz,21523,Tehran,1,685,air
1940,,21523,Tehran,21520,Shiraz,1,685,air
1940,,20093,Gold Coast,206167,Sydney,1,686,air
1940,,20656,Shanghai,20684,Taipei,1,687,air
1940,,20684,Taipei,20656,Shanghai,1,687,air
1940,,22922,Atlanta,23017,Indianapolis,1,688,air
1940,,23017,Indianapolis,22922,Atlanta,1,688,air
1940,,22922,Atlanta,23017,Indianapolis,1,688,air
1940,,23017,Indianapolis,22922,Atlanta,1,688,air
1940,,23017,Indianapolis,22922,Atlanta,1,688,air
1940,,22765,Kyiv (Kiev),22161,Warszawa (Warsaw),1,689,air
1940,,22161,Warszawa (Warsaw),22765,Kyiv (Kiev),1,689,air
1940,,20656,Shanghai,20712,Wuhan,1,690,air
1940,,20712,Wuhan,20656,Shanghai,1,690,air
1940,,20656,Shanghai,20712,Wuhan,1,690,air
1940,,20656,Shanghai,20712,Wuhan,1,690,air
1940,,20712,Wuhan,20656,Shanghai,1,690,air
1940,,20712,Wuhan,20656,Shanghai,1,690,air
1940,,22597,Stockholm,22365,Sankt Peterburg (Saint Petersburg),1,691,air
1940,,22365,Sankt Peterburg (Saint Petersburg),22597,Stockholm,1,691,air
1940,,21930,Amsterdam,22602,Genève,1,692,air
1940,,22602,Genève,21930,Amsterdam,1,692,air
1940,,23090,Omaha,22956,Chicago,1,692,air
1940,,22956,Chicago,23090,Omaha,1,692,air
1940,,20985,Paris,20996,Toulon,1,694,air
1940,,20996,Toulon,20985,Paris,1,694,air
1940,,20917,San Salvador,20861,San José,1,696,air
1940,,20861,San José,20917,San Salvador,1,696,air
1940,,21588,Roma (Rome),22602,Genève,1,697,air
1940,,22602,Genève,21588,Roma (Rome),1,697,air
1940,,204341,Hamburg,22606,Zürich (Zurich),1,697,air
1940,,22606,Zürich (Zurich),204341,Hamburg,1,697,air
1940,,21588,Roma (Rome),204371,München (Munich),1,698,air
1940,,204371,München (Munich),21588,Roma (Rome),1,698,air
1940,,22922,Atlanta,22963,Columbus Ohio,1,701,air
1940,,22963,Columbus Ohio,22922,Atlanta,1,701,air
1940,,22922,Atlanta,22963,Columbus Ohio,1,701,air
1940,,22922,Atlanta,22963,Columbus Ohio,1,701,air
1940,,22963,Columbus Ohio,22922,Atlanta,1,701,air
1940,,22922,Atlanta,22963,Columbus Ohio,1,701,air
1940,,22963,Columbus Ohio,22922,Atlanta,1,701,air
1940,,22922,Atlanta,22963,Columbus Ohio,1,701,air
1940,,22963,Columbus Ohio,22922,Atlanta,1,701,air
1940,,22972,Denver-Aurora,23179,Wichita,1,701,air
1940,,23179,Wichita,22972,Denver-Aurora,1,701,air
1940,,22956,Chicago,20402,Toronto,1,702,air
1940,,20402,Toronto,22956,Chicago,1,702,air
1940,,21853,Ciudad de México (Mexico City),21855,Monterrey,1,704,air
1940,,21855,Monterrey,21853,Ciudad de México (Mexico City),1,704,air
1940,,21557,Cagliari,21571,Milano (Milan),1,706,air
1940,,21571,Milano (Milan),21557,Cagliari,1,706,air
1940,,20622,Nanchang,20667,Shenzhen,1,707,air
1940,,20667,Shenzhen,20622,Nanchang,1,707,air
1940,,23046,Denton-Lewisville,23028,Kansas City,1,707,air
1940,,22600,Basel,22860,London,1,708,air
1940,,22860,London,22600,Basel,1,708,air
1940,,22600,Basel,22860,London,1,708,air
1940,,22860,London,22600,Basel,1,708,air
1940,,23077,Nashville-Davidson,22976,Durham,1,708,air
1940,,22647,Adana,22691,Istanbul,1,709,air
1940,,22691,Istanbul,22647,Adana,1,709,air
1940,,21930,Amsterdam,20887,Praha (Prague),1,710,air
1940,,20887,Praha (Prague),21930,Amsterdam,1,710,air
1940,,20808,Barranquilla,20837,Bogotá,1,711,air
1940,,20837,Bogotá,20808,Barranquilla,1,711,air
1940,,20837,Bogotá,20808,Barranquilla,1,711,air
1940,,23052,Los Angeles-Long Beach-Santa Ana,23166,Tucson,1,711,air
1940,,23166,Tucson,23052,Los Angeles-Long Beach-Santa Ana,1,711,air
1940,,22418,Ha'il,22421,Jiddah,1,713,air
1940,,22421,Jiddah,22418,Ha'il,1,713,air
1940,,206168,Melbourne,206167,Sydney,1,713,air
1940,,206167,Sydney,206168,Melbourne,1,713,air
1940,,206168,Melbourne,206167,Sydney,1,713,air
1940,,206167,Sydney,206168,Melbourne,1,713,air
1940,,206168,Melbourne,206167,Sydney,1,713,air
1940,,206167,Sydney,206168,Melbourne,1,713,air
1940,,204583,Chukyo M.M.A. (Nagoya),21626,Kagoshima,1,714,air
1940,,22974,Detroit,23098,Philadelphia,1,717,air
1940,,23098,Philadelphia,22974,Detroit,1,717,air
1940,,22974,Detroit,23098,Philadelphia,1,717,air
1940,,23098,Philadelphia,22974,Detroit,1,717,air
1940,,22974,Detroit,23098,Philadelphia,1,717,air
1940,,23098,Philadelphia,22974,Detroit,1,717,air
1940,,22427,Al-Madinah (Medina),22432,Ar-Riyadh (Riyadh),1,718,air
1940,,22432,Ar-Riyadh (Riyadh),22427,Al-Madinah (Medina),1,718,air
1940,,22266,Kazan,22299,Moskva (Moscow),1,718,air
1940,,22299,Moskva (Moscow),22266,Kazan,1,718,air
1940,,21906,Beira,21910,Maputo,1,719,air
1940,,21910,Maputo,21906,Beira,1,719,air
1940,,204341,Hamburg,22860,London,1,721,air
1940,,22860,London,204341,Hamburg,1,721,air
1940,,204341,Hamburg,22860,London,1,721,air
1940,,22860,London,204341,Hamburg,1,721,air
1940,,204341,Hamburg,22860,London,1,721,air
1940,,22860,London,204341,Hamburg,1,721,air
1940,,23241,Beograd (Belgrade),21588,Roma (Rome),1,722,air
1940,,21588,Roma (Rome),23241,Beograd (Belgrade),1,722,air
1940,,23241,Beograd (Belgrade),21588,Roma (Rome),1,722,air
1940,,20894,København (Copenhagen),21778,Riga,1,725,air
1940,,21778,Riga,20894,København (Copenhagen),1,725,air
1940,,20894,København (Copenhagen),21778,Riga,1,725,air
1940,,21778,Riga,20894,København (Copenhagen),1,725,air
1940,,22954,Charlotte,23098,Philadelphia,1,725,air
1940,,23098,Philadelphia,22954,Charlotte,1,725,air
1940,,22954,Charlotte,23098,Philadelphia,1,725,air
1940,,23098,Philadelphia,22954,Charlotte,1,725,air
1940,,204299,Bonn,20107,Wien (Vienna),1,726,air
1940,,20107,Wien (Vienna),204299,Bonn,1,726,air
1940,,204332,Frankfurt am Main,20982,Nice-Cannes,1,727,air
1940,,20982,Nice-Cannes,204332,Frankfurt am Main,1,727,air
1940,,22860,London,204397,Stuttgart,1,728,air
1940,,22860,London,204397,Stuttgart,1,728,air
1940,,204397,Stuttgart,22860,London,1,728,air
1940,,22860,London,204397,Stuttgart,1,728,air
1940,,204397,Stuttgart,22860,London,1,728,air
1940,,20405,Victoria,20370,Calgary,1,729,air
1940,,22966,Dallas-Fort Worth,23061,McAllen,1,729,air
1940,,23061,McAllen,22966,Dallas-Fort Worth,1,729,air
1940,,22966,Dallas-Fort Worth,23061,McAllen,1,729,air
1940,,23061,McAllen,22966,Dallas-Fort Worth,1,729,air
1940,,22044,Karachi,22048,Multan,1,730,air
1940,,22048,Multan,22044,Karachi,1,730,air
1940,,22947,Buffalo,22956,Chicago,1,730,air
1940,,22947,Buffalo,22956,Chicago,1,730,air
1940,,22956,Chicago,22947,Buffalo,1,730,air
1940,,22947,Buffalo,22956,Chicago,1,730,air
1940,,22956,Chicago,22947,Buffalo,1,730,air
1940,,23152,St. Louis,22974,Detroit,1,731,air
1940,,23028,Kansas City,23017,Indianapolis,1,732,air
1940,,206170,Brisbane,206167,Sydney,1,733,air
1940,,206167,Sydney,206170,Brisbane,1,733,air
1940,,206170,Brisbane,206167,Sydney,1,733,air
1940,,206167,Sydney,206170,Brisbane,1,733,air
1940,,22922,Atlanta,22929,Baton Rouge,1,735,air
1940,,22929,Baton Rouge,22922,Atlanta,1,735,air
1940,,204332,Frankfurt am Main,22142,Katowice,1,736,air
1940,,22142,Katowice,204332,Frankfurt am Main,1,736,air
1940,,204332,Frankfurt am Main,22142,Katowice,1,736,air
1940,,22142,Katowice,204332,Frankfurt am Main,1,736,air
1940,,20837,Bogotá,20838,Santa Marta,1,737,air
1940,,20838,Santa Marta,20837,Bogotá,1,737,air
1940,,23129,San Diego,23130,San Francisco-Oakland,1,738,air
1940,,23130,San Francisco-Oakland,23129,San Diego,1,738,air
1940,,23130,San Francisco-Oakland,23129,San Diego,1,738,air
1940,,23129,San Diego,23130,San Francisco-Oakland,1,738,air
1940,,23129,San Diego,23130,San Francisco-Oakland,1,738,air
1940,,23130,San Francisco-Oakland,23129,San Diego,1,738,air
1940,,22179,Ad-Dawhah (Doha),21922,Masqat (Muscat),1,739,air
1940,,21922,Masqat (Muscat),22179,Ad-Dawhah (Doha),1,739,air
1940,,22179,Ad-Dawhah (Doha),21922,Masqat (Muscat),1,739,air
1940,,21922,Masqat (Muscat),22179,Ad-Dawhah (Doha),1,739,air
1940,,21508,Mashhad,21523,Tehran,1,739,air
1940,,21523,Tehran,21508,Mashhad,1,739,air
1940,,23082,New Orleans,23046,Denton-Lewisville,1,740,air
1940,,23082,New Orleans,23046,Denton-Lewisville,1,740,air
1940,,21454,Jakarta,21469,Pontianak,1,741,air
1940,,21469,Pontianak,21454,Jakarta,1,741,air
1940,,21758,Seoul,21626,Kagoshima,1,743,air
1940,,21626,Kagoshima,21758,Seoul,1,743,air
1940,,21758,Seoul,21626,Kagoshima,1,743,air
1940,,21626,Kagoshima,21758,Seoul,1,743,air
1940,,204341,Hamburg,20107,Wien (Vienna),1,743,air
1940,,20107,Wien (Vienna),204341,Hamburg,1,743,air
1940,,204341,Hamburg,20107,Wien (Vienna),1,743,air
1940,,20107,Wien (Vienna),204341,Hamburg,1,743,air
1940,,22954,Charlotte,23091,Orlando,1,745,air
1940,,23091,Orlando,22954,Charlotte,1,745,air
1940,,22954,Charlotte,23091,Orlando,1,745,air
1940,,23091,Orlando,22954,Charlotte,1,745,air
1940,,20985,Paris,204341,Hamburg,1,745,air
1940,,204341,Hamburg,20985,Paris,1,745,air
1940,,20985,Paris,204341,Hamburg,1,745,air
1940,,204341,Hamburg,20985,Paris,1,745,air
1940,,22602,Genève,22860,London,1,747,air
1940,,22860,London,22602,Genève,1,747,air
1940,,22602,Genève,22860,London,1,747,air
1940,,22860,London,22602,Genève,1,747,air
1940,,23068,Minneapolis-St. Paul,23152,St. Louis,1,750,air
1940,,23152,St. Louis,23068,Minneapolis-St. Paul,1,750,air
1940,,22922,Atlanta,23152,St. Louis,1,750,air
1940,,23152,St. Louis,22922,Atlanta,1,750,air
1940,,22922,Atlanta,23152,St. Louis,1,750,air
1940,,23152,St. Louis,22922,Atlanta,1,750,air
1940,,22922,Atlanta,23152,St. Louis,1,750,air
1940,,23152,St. Louis,22922,Atlanta,1,750,air
1940,,22922,Atlanta,23152,St. Louis,1,750,air
1940,,23152,St. Louis,22922,Atlanta,1,750,air
1940,,23077,Nashville-Davidson,23082,New Orleans,1,755,air
1940,,23082,New Orleans,23077,Nashville-Davidson,1,755,air
1940,,22922,Atlanta,23115,Richmond,1,756,air
1940,,23115,Richmond,22922,Atlanta,1,756,air
1940,,22922,Atlanta,23115,Richmond,1,756,air
1940,,22922,Atlanta,23115,Richmond,1,756,air
1940,,23115,Richmond,22922,Atlanta,1,756,air
1940,,22299,Moskva (Moscow),22765,Kyiv (Kiev),1,756,air
1940,,22765,Kyiv (Kiev),22299,Moskva (Moscow),1,756,air
1940,,23100,Pittsburgh,23077,Nashville-Davidson,1,760,air
1940,,23129,San Diego,23121,Sacramento,1,761,air
1940,,23121,Sacramento,23129,San Diego,1,761,air
1940,,22974,Detroit,23077,Nashville-Davidson,1,761,air
1940,,23077,Nashville-Davidson,22974,Detroit,1,761,air
1940,,22974,Detroit,23077,Nashville-Davidson,1,761,air
1940,,204312,Duesseldorf,21599,Venezia,1,763,air
1940,,21599,Venezia,204312,Duesseldorf,1,763,air
1940,,23077,Nashville-Davidson,23028,Kansas City,1,764,air
1940,,20144,Bruxelles-Brussel,20894,København (Copenhagen),1,765,air
1940,,20894,København (Copenhagen),20144,Bruxelles-Brussel,1,765,air
1940,,21588,Roma (Rome),20107,Wien (Vienna),1,765,air
1940,,20107,Wien (Vienna),21588,Roma (Rome),1,765,air
1940,,21588,Roma (Rome),20107,Wien (Vienna),1,765,air
1940,,20107,Wien (Vienna),21588,Roma (Rome),1,765,air
1940,,21588,Roma (Rome),20107,Wien (Vienna),1,765,air
1940,,20107,Wien (Vienna),21588,Roma (Rome),1,765,air
1940,,204312,Duesseldorf,20107,Wien (Vienna),1,766,air
1940,,20107,Wien (Vienna),204312,Duesseldorf,1,766,air
1940,,204312,Duesseldorf,20107,Wien (Vienna),1,766,air
1940,,20107,Wien (Vienna),204312,Duesseldorf,1,766,air
1940,,204312,Duesseldorf,20107,Wien (Vienna),1,766,air
1940,,20107,Wien (Vienna),204312,Duesseldorf,1,766,air
1940,,204332,Frankfurt am Main,20973,Marseille-Aix-en-Provence,1,773,air
1940,,20973,Marseille-Aix-en-Provence,204332,Frankfurt am Main,1,773,air
1940,,204332,Frankfurt am Main,20973,Marseille-Aix-en-Provence,1,773,air
1940,,20973,Marseille-Aix-en-Provence,204332,Frankfurt am Main,1,773,air
1940,,20837,Bogotá,22063,Ciudad de Panamá (Panama City),1,773,air
1940,,22063,Ciudad de Panamá (Panama City),20837,Bogotá,1,773,air
1940,,20837,Bogotá,22063,Ciudad de Panamá (Panama City),1,773,air
1940,,22063,Ciudad de Panamá (Panama City),20837,Bogotá,1,773,air
1940,,23082,New Orleans,23160,Tampa-St. Petersburg,1,774,air
1940,,23082,New Orleans,23160,Tampa-St. Petersburg,1,774,air
1940,,22632,Abu Zaby (Abu Dhabi),22432,Ar-Riyadh (Riyadh),1,774,air
1940,,22432,Ar-Riyadh (Riyadh),22632,Abu Zaby (Abu Dhabi),1,774,air
1940,,22632,Abu Zaby (Abu Dhabi),22432,Ar-Riyadh (Riyadh),1,774,air
1940,,22432,Ar-Riyadh (Riyadh),22632,Abu Zaby (Abu Dhabi),1,774,air
1940,,22860,London,22606,Zürich (Zurich),1,775,air
1940,,22860,London,22606,Zürich (Zurich),1,775,air
1940,,22606,Zürich (Zurich),22860,London,1,775,air
1940,,22860,London,22606,Zürich (Zurich),1,775,air
1940,,22606,Zürich (Zurich),22860,London,1,775,air
1940,,22860,London,22606,Zürich (Zurich),1,775,air
1940,,22606,Zürich (Zurich),22860,London,1,775,air
1940,,23102,Portland,23121,Sacramento,1,778,air
1940,,22974,Detroit,23083,New York-Newark,1,779,air
1940,,23083,New York-Newark,22974,Detroit,1,779,air
1940,,23083,New York-Newark,22974,Detroit,1,779,air
1940,,22908,Albuquerque,23043,Las Vegas,1,779,air
1940,,23043,Las Vegas,22908,Albuquerque,1,779,air
1940,,22136,Gdańsk,22028,Oslo,1,780,air
1940,,22028,Oslo,22136,Gdańsk,1,780,air
1940,,22835,Birmingham (West Midlands),204332,Frankfurt am Main,1,780,air
1940,,204332,Frankfurt am Main,22835,Birmingham (West Midlands),1,780,air
1940,,23090,Omaha,22972,Denver-Aurora,1,783,air
1940,,21671,Tokyo,21655,Oita,1,789,air
1940,,21655,Oita,21671,Tokyo,1,789,air
1940,,20376,Halifax,20384,Montréal,1,791,air
1940,,20384,Montréal,20376,Halifax,1,791,air
1940,,21571,Milano (Milan),21552,Bari,1,792,air
1940,,204296,Berlin,21599,Venezia,1,792,air
1940,,21599,Venezia,204296,Berlin,1,792,air
1940,,21138,Budapest,22606,Zürich (Zurich),1,792,air
1940,,22606,Zürich (Zurich),21138,Budapest,1,792,air
1940,,22802,Skopje,20107,Wien (Vienna),1,796,air
1940,,20107,Wien (Vienna),22802,Skopje,1,796,air
1940,,22974,Detroit,22976,Durham,1,798,air
1940,,22976,Durham,22974,Detroit,1,798,air
1940,,204332,Frankfurt am Main,22132,Kraków (Cracow),1,802,air
1940,,22132,Kraków (Cracow),204332,Frankfurt am Main,1,802,air
1940,,204332,Frankfurt am Main,22132,Kraków (Cracow),1,802,air
1940,,22132,Kraków (Cracow),204332,Frankfurt am Main,1,802,air
1940,,22602,Genève,20107,Wien (Vienna),1,803,air
1940,,20107,Wien (Vienna),22602,Genève,1,803,air
1940,,22602,Genève,20107,Wien (Vienna),1,803,air
1940,,20107,Wien (Vienna),22602,Genève,1,803,air
1940,,22980,El Paso,23128,San Antonio,1,804,air
1940,,23077,Nashville-Davidson,23020,Jacksonville Florida,1,804,air
1940,,20489,Dalian,20625,Nanjing Jiangsu,1,805,air
1940,,20625,Nanjing Jiangsu,20489,Dalian,1,805,air
1940,,21700,Amman,21529,Baghdad,1,806,air
1940,,21529,Baghdad,21700,Amman,1,806,air
1940,,23241,Beograd (Belgrade),22691,Istanbul,1,810,air
1940,,22691,Istanbul,23241,Beograd (Belgrade),1,810,air
1940,,21137,Hong Kong,20684,Taipei,1,810,air
1940,,20684,Taipei,21137,Hong Kong,1,810,air
1940,,20684,Taipei,21137,Hong Kong,1,810,air
1940,,21137,Hong Kong,20684,Taipei,1,810,air
1940,,20684,Taipei,21137,Hong Kong,1,810,air
1940,,21137,Hong Kong,20684,Taipei,1,810,air
1940,,20684,Taipei,21137,Hong Kong,1,810,air
1940,,21137,Hong Kong,20684,Taipei,1,810,air
1940,,20684,Taipei,21137,Hong Kong,1,810,air
1940,,21137,Hong Kong,20684,Taipei,1,810,air
1940,,22597,Stockholm,204296,Berlin,1,810,air
1940,,204296,Berlin,22597,Stockholm,1,810,air
1940,,22597,Stockholm,204296,Berlin,1,810,air
1940,,204296,Berlin,22597,Stockholm,1,810,air
1940,,22597,Stockholm,204296,Berlin,1,810,air
1940,,204296,Berlin,22597,Stockholm,1,810,air
1940,,22597,Stockholm,204296,Berlin,1,810,air
1940,,204296,Berlin,22597,Stockholm,1,810,air
1940,,22597,Stockholm,204296,Berlin,1,810,air
1940,,204296,Berlin,22597,Stockholm,1,810,air
1940,,22597,Stockholm,204341,Hamburg,1,811,air
1940,,204341,Hamburg,22597,Stockholm,1,811,air
1940,,21138,Budapest,204332,Frankfurt am Main,1,812,air
1940,,204332,Frankfurt am Main,21138,Budapest,1,812,air
1940,,23099,Phoenix-Mesa,23126,Salt Lake City,1,812,air
1940,,23126,Salt Lake City,23099,Phoenix-Mesa,1,812,air
1940,,23099,Phoenix-Mesa,23126,Salt Lake City,1,812,air
1940,,23126,Salt Lake City,23099,Phoenix-Mesa,1,812,air
1940,,23099,Phoenix-Mesa,23126,Salt Lake City,1,812,air
1940,,23126,Salt Lake City,23099,Phoenix-Mesa,1,812,air
1940,,23099,Phoenix-Mesa,23126,Salt Lake City,1,812,air
1940,,23126,Salt Lake City,23099,Phoenix-Mesa,1,812,air
1940,,20327,Sofia,20107,Wien (Vienna),1,818,air
1940,,20107,Wien (Vienna),20327,Sofia,1,818,air
1940,,22928,Baltimore,23017,Indianapolis,1,819,air
1940,,23017,Indianapolis,22928,Baltimore,1,819,air
1940,,20373,Edmonton,20404,Vancouver,1,819,air
1940,,20373,Edmonton,20404,Vancouver,1,819,air
1940,,20404,Vancouver,20373,Edmonton,1,819,air
1940,,20656,Shanghai,20720,Xiamen,1,820,air
1940,,20720,Xiamen,20656,Shanghai,1,820,air
1940,,22954,Charlotte,22974,Detroit,1,820,air
1940,,22954,Charlotte,22974,Detroit,1,820,air
1940,,22974,Detroit,22954,Charlotte,1,820,air
1940,,22954,Charlotte,22974,Detroit,1,820,air
1940,,23017,Indianapolis,23068,Minneapolis-St. Paul,1,821,air
1940,,23068,Minneapolis-St. Paul,23017,Indianapolis,1,821,air
1940,,20625,Nanjing Jiangsu,20684,Taipei,1,824,air
1940,,20684,Taipei,20625,Nanjing Jiangsu,1,824,air
1940,,22954,Charlotte,23160,Tampa-St. Petersburg,1,824,air
1940,,23160,Tampa-St. Petersburg,22954,Charlotte,1,824,air
1940,,22954,Charlotte,23160,Tampa-St. Petersburg,1,824,air
1940,,23160,Tampa-St. Petersburg,22954,Charlotte,1,824,air
1940,,204332,Frankfurt am Main,22136,Gdańsk,1,825,air
1940,,22136,Gdańsk,204332,Frankfurt am Main,1,825,air
1940,,204332,Frankfurt am Main,22136,Gdańsk,1,825,air
1940,,22136,Gdańsk,204332,Frankfurt am Main,1,825,air
1940,,21602,Abidjan,23192,Ouagadougou,1,827,air
1940,,23192,Ouagadougou,21602,Abidjan,1,827,air
1940,,20793,Zhengzhou,20656,Shanghai,1,827,air
1940,,20656,Shanghai,20793,Zhengzhou,1,827,air
1940,,20793,Zhengzhou,20656,Shanghai,1,827,air
1940,,20656,Shanghai,20793,Zhengzhou,1,827,air
1940,,23084,Virginia Beach,22922,Atlanta,1,828,air
1940,,22922,Atlanta,23084,Virginia Beach,1,828,air
1940,,23084,Virginia Beach,22922,Atlanta,1,828,air
1940,,23084,Virginia Beach,22922,Atlanta,1,828,air
1940,,22922,Atlanta,23084,Virginia Beach,1,828,air
1940,,23084,Virginia Beach,22922,Atlanta,1,828,air
1940,,23084,Virginia Beach,22922,Atlanta,1,828,air
1940,,22525,Barcelona,20985,Paris,1,830,air
1940,,20985,Paris,22525,Barcelona,1,830,air
1940,,21493,Esfahan,21508,Mashhad,1,831,air
1940,,21508,Mashhad,21493,Esfahan,1,831,air
1940,,204581,Sapporo,21671,Tokyo,1,832,air
1940,,21671,Tokyo,204581,Sapporo,1,832,air
1940,,204581,Sapporo,21671,Tokyo,1,832,air
1940,,21671,Tokyo,204581,Sapporo,1,832,air
1940,,21758,Seoul,206459,Kinki M.M.A. (Osaka),1,834,air
1940,,206459,Kinki M.M.A. (Osaka),21758,Seoul,1,834,air
1940,,21758,Seoul,206459,Kinki M.M.A. (Osaka),1,834,air
1940,,206459,Kinki M.M.A. (Osaka),21758,Seoul,1,834,air
1940,,21758,Seoul,206459,Kinki M.M.A. (Osaka),1,834,air
1940,,206459,Kinki M.M.A. (Osaka),21758,Seoul,1,834,air
1940,,21758,Seoul,206459,Kinki M.M.A. (Osaka),1,834,air
1940,,206459,Kinki M.M.A. (Osaka),21758,Seoul,1,834,air
1940,,20517,Guangzhou Guangdong,20712,Wuhan,1,835,air
1940,,20712,Wuhan,20517,Guangzhou Guangdong,1,835,air
1940,,20625,Nanjing Jiangsu,23681,Jinzhong,1,835,air
1940,,23681,Jinzhong,20625,Nanjing Jiangsu,1,835,air
1940,,22956,Chicago,23118,Rochester,1,836,air
1940,,23118,Rochester,22956,Chicago,1,836,air
1940,,205160,Busto Arsizio,204296,Berlin,1,837,air
1940,,204296,Berlin,205160,Busto Arsizio,1,837,air
1940,,22028,Oslo,204296,Berlin,1,838,air
1940,,204296,Berlin,22028,Oslo,1,838,air
1940,,204332,Frankfurt am Main,22862,Manchester,1,838,air
1940,,22862,Manchester,204332,Frankfurt am Main,1,838,air
1940,,23100,Pittsburgh,22922,Atlanta,1,839,air
1940,,204312,Duesseldorf,20982,Nice-Cannes,1,841,air
1940,,20982,Nice-Cannes,204312,Duesseldorf,1,841,air
1940,,204312,Duesseldorf,20982,Nice-Cannes,1,841,air
1940,,20982,Nice-Cannes,204312,Duesseldorf,1,841,air
1940,,20894,København (Copenhagen),204371,München (Munich),1,841,air
1940,,204371,München (Munich),20894,København (Copenhagen),1,841,air
1940,,20894,København (Copenhagen),204371,München (Munich),1,841,air
1940,,204371,München (Munich),20894,København (Copenhagen),1,841,air
1940,,22299,Moskva (Moscow),21778,Riga,1,842,air
1940,,21778,Riga,22299,Moskva (Moscow),1,842,air
1940,,21778,Riga,22299,Moskva (Moscow),1,842,air
1940,,22299,Moskva (Moscow),21778,Riga,1,842,air
1940,,22028,Oslo,21778,Riga,1,843,air
1940,,21778,Riga,22028,Oslo,1,843,air
1940,,22028,Oslo,21778,Riga,1,843,air
1940,,21778,Riga,22028,Oslo,1,843,air
