cityCode,index,countryCode,countryName,urbanAgglomeration,latitude,longitude,radius,yearMotorway,yearHST,Index,pop1950,pop1955,pop1960,pop1965,pop1970,pop1975,pop1980,pop1985,pop1990,pop1995,pop2000,pop2005,pop2010,pop2015,pop2020,pop2025,pop2030,nbOri,nbDes
20837,571,170,Colombia,Bogotá,4.60971,-74.08175,NA,NA,NA,571,630,894,1269,1780,2383,3040,3525,4087,4740,5494,6356,7353,8506,9765,10696,11398,11966,19,19
20848,587,178,Congo,Brazzaville,-4.26583,15.28318,NA,NA,NA,587,83,92,124,172,238,329,446,596,704,830,1022,1269,1574,1888,2207,2572,2979,NA,NA
20851,608,180,Democratic Republic of the Congo,Kananga,-5.89624,22.41659,NA,NA,NA,608,27,51,73,98,131,176,236,312,389,485,604,753,938,1169,1434,1727,2053,NA,NA
20853,610,180,Democratic Republic of the Congo,Kinshasa,-4.32758,15.31357,NA,NA,NA,610,202,292,443,717,1070,1482,2053,2812,3683,4825,6140,7589,9382,11587,14118,16916,19996,2,NA
20854,611,180,Democratic Republic of the Congo,Kisangani,0.51667,25.2,NA,NA,NA,611,38,60,134,178,235,262,291,330,400,484,586,709,859,1040,1252,1502,1786,NA,NA
20856,614,180,Democratic Republic of the Congo,Lubumbashi,-11.66089,27.47938,NA,NA,NA,614,96,145,194,251,325,396,482,588,722,887,1089,1337,1642,2015,2448,2939,3489,NA,NA
20859,617,180,Democratic Republic of the Congo,Mbuji-Mayi,-6.15,23.6,NA,NA,NA,617,68,96,136,194,275,337,413,509,640,804,1011,1271,1598,2007,2475,2982,3541,NA,NA
20861,589,188,Costa Rica,San José,9.927817,-84.080685,NA,NA,NA,589,148,184,230,287,359,440,526,627,741,874,1032,1076,1122,1170,1259,1393,1501,4,4
20870,596,192,Cuba,La Habana (Havana),23.119541,-82.378493,NA,NA,NA,596,1142,1289,1436,1598,1779,1848,1913,2005,2108,2150,2186,2188,2165,2137,2109,2104,2104,2,2
20887,599,203,Czech Republic,Praha (Prague),50.08804,14.42076,NA,NA,NA,599,935,967,1001,1038,1076,1126,1179,1197,1212,1194,1172,1211,1261,1314,1364,1403,1437,13,12
20894,620,208,Denmark,København (Copenhagen),55.67594,12.56553,NA,NA,NA,620,1216,1227,1284,1373,1380,1172,1096,1056,1035,1048,1077,1127,1192,1268,1333,1395,1455,35,33
20898,623,214,Dominican Republic,Santo Domingo,18.489591,-69.901805,NA,NA,NA,623,180,257,367,503,687,911,1210,1396,1522,1703,1997,2297,2601,2945,3321,3635,3888,2,2
20903,625,218,Ecuador,Guayaquil,-2.16667,-79.9,NA,NA,NA,625,258,343,456,583,719,890,1120,1352,1572,1808,2077,2293,2492,2709,2953,3219,3493,4,3
20910,626,218,Ecuador,Quito,-0.22985,-78.52495,NA,NA,NA,626,206,257,319,399,501,628,780,936,1088,1217,1357,1479,1598,1726,1875,2048,2228,1,1
20917,641,222,El Salvador,San Salvador,13.68935,-89.18718,NA,NA,NA,641,194,246,311,394,500,596,701,825,970,1049,1062,1074,1086,1098,1129,1190,1254,12,12
20921,644,231,Ethiopia,Addis Ababa,9.02497,38.74689,NA,NA,NA,644,392,451,519,597,729,926,1175,1476,1791,2144,2377,2634,2919,3238,3778,4698,5851,3,3
20937,646,246,Finland,Helsinki,60.169246,24.940216,NA,NA,NA,646,366,405,448,478,507,582,674,723,871,943,1019,1067,1122,1180,1226,1263,1293,17,17
20969,653,250,France,Lille,50.63297,3.05858,NA,1968,1993,653,751,767,814,863,906,937,956,969,979,991,1002,1010,1018,1027,1056,1097,1142,NA,NA
20972,654,250,France,Lyon,45.74846,4.84671,NA,1970,1983,654,731,768,904,1027,1116,1178,1278,1336,1370,1404,1443,1496,1551,1609,1682,1749,1814,7,7
20973,655,250,France,Marseille-Aix-en-Provence,43.528414,5.443298,NA,1970,2001,655,756,798,929,1069,1182,1258,1372,1415,1418,1444,1474,1516,1560,1605,1669,1735,1798,6,6
20985,659,250,France,Paris,48.85341,2.3488,NA,1968,1983,659,6283,6796,7411,7855,8208,8558,8669,8956,9330,9510,9737,10092,10460,10843,11271,11565,11803,85,85
21011,670,268,Georgia,Tbilisi,41.69411,44.83368,NA,NA,NA,670,612,659,718,803,897,992,1090,1177,1224,1160,1100,1100,1127,1147,1137,1127,1119,2,2
21107,693,288,Ghana,Accra,5.55602,-0.1969,NA,NA,NA,693,177,265,393,499,631,738,863,1013,1197,1415,1668,1854,2060,2277,2517,2870,3262,NA,NA
21108,694,288,Ghana,Kumasi,6.68848,-1.62443,NA,NA,NA,694,99,149,221,279,349,397,452,532,696,909,1187,1544,2010,2599,3180,3707,4215,NA,NA
21113,697,300,Greece,Athínai (Athens),37.95342,23.74897,NA,NA,NA,697,1347,1563,1814,2121,2485,2738,2987,3047,3070,3122,3179,3146,3098,3052,3062,3122,3169,7,7
21124,699,320,Guatemala,Ciudad de Guatemala (Guatemala City),14.612652,-90.530746,NA,NA,NA,699,361,467,605,768,917,1053,1152,1289,1448,1651,1973,2289,2584,2918,3364,3968,4650,3,3
21126,700,324,Guinea,Conakry,9.571642,-13.647602,NA,NA,NA,700,31,59,112,208,388,567,658,766,895,1045,1221,1426,1666,1936,2240,2652,3134,NA,NA
21133,703,332,Haiti,Port-au-Prince,18.53917,-72.335,NA,NA,NA,703,133,182,247,337,460,575,701,881,1134,1427,1693,2171,2141,2440,2817,3202,3525,2,2
21136,706,340,Honduras,Tegucigalpa,14.0818,-87.20681,NA,NA,NA,706,73,96,128,169,223,292,371,471,572,656,752,861,987,1123,1254,1427,1613,NA,NA
21137,567,344,China Hong Kong SAR,Hong Kong,22.279588,114.188697,NA,NA,NA,567,1682,2122,2621,3286,3472,3906,4623,5031,5766,6144,6835,6897,7050,7314,7550,7743,7885,46,46
21138,707,348,Hungary,Budapest,47.49801,19.03991,NA,NA,NA,707,1618,1714,1811,1878,1946,2005,2057,2036,2005,1893,1787,1756,1734,1714,1728,1776,1811,7,7
21151,709,356,India,Agra,27.18333,78.01667,NA,NA,NA,709,369,428,499,559,624,681,739,828,933,1095,1293,1491,1714,1966,2224,2501,2793,NA,NA
21152,710,356,India,Ahmadabad,23.03333,72.61667,NA,NA,NA,710,855,1007,1181,1412,1695,2050,2484,2855,3255,3790,4427,5238,6210,7343,8452,9490,10527,1,1
21158,715,356,India,Aligarh,27.88333,78.08333,NA,NA,NA,715,139,159,182,211,247,280,316,382,468,554,653,763,891,1037,1186,1340,1502,NA,NA
21160,716,356,India,Allahabad,25.45,81.85,NA,NA,NA,716,327,372,423,464,506,568,640,728,830,928,1035,1119,1205,1295,1405,1568,1755,NA,NA
21164,719,356,India,Amritsar,31.630953,74.875536,NA,NA,NA,719,340,362,394,423,453,520,604,665,726,844,990,1083,1171,1265,1377,1538,1721,2,2
21170,722,356,India,Asansol,23.68333,86.98333,NA,NA,NA,722,93,122,162,197,235,289,356,504,727,891,1065,1154,1232,1313,1417,1580,1768,NA,NA
21171,723,356,India,Aurangabad,19.876619,75.34331,NA,NA,NA,723,65,79,95,122,159,218,303,415,568,708,868,1010,1167,1344,1526,1720,1925,NA,NA
21176,725,356,India,Bangalore,12.97194,77.59369,NA,NA,NA,725,746,939,1166,1377,1615,2111,2812,3395,4036,4744,5567,6769,8275,10087,11837,13329,14762,5,5
21179,727,356,India,Bareilly,28.35,79.41667,NA,NA,NA,727,207,234,268,295,322,374,440,516,604,664,722,829,961,1111,1264,1426,1598,NA,NA
21195,736,356,India,Bhopal,23.26667,77.4,NA,NA,NA,736,100,143,212,282,370,491,655,831,1046,1228,1426,1627,1851,2102,2361,2650,2959,NA,NA
21206,816,356,India,Mumbai (Bombay),19.073975,72.880838,NA,NA,NA,816,2857,3432,4060,4854,5811,7082,8658,10391,12436,14310,16367,17891,19422,21043,22838,25207,27797,8,11
21211,798,356,India,Kolkata (Calcutta),22.533455,88.356045,NA,NA,NA,798,4513,5055,5652,6261,6926,7888,9030,9946,10890,11924,13058,13702,14283,14865,15726,17285,19092,NA,NA
21212,744,356,India,Chandigarh,30.7343,76.7933,NA,NA,NA,744,40,61,94,143,219,301,406,483,564,667,791,897,1010,1134,1267,1424,1595,NA,NA
21219,748,356,India,Coimbatore,10.9925,76.96139,NA,NA,NA,748,279,348,435,555,710,810,907,995,1088,1239,1420,1718,2095,2549,2994,3390,3782,NA,NA
21228,753,356,India,Delhi,28.66667,77.21667,NA,NA,NA,753,1369,1782,2283,2845,3531,4426,5558,7325,9726,12407,15732,18670,21935,25703,29348,32727,36060,15,14
21230,755,356,India,Dhanbad,23.8,86.45,NA,NA,NA,755,71,114,188,280,410,525,658,734,805,915,1046,1119,1186,1255,1348,1501,1680,NA,NA
21234,759,356,India,Durg-Bhilainagar,21.188706,81.280592,NA,NA,NA,759,20,46,118,173,234,330,468,567,670,780,905,982,1054,1129,1223,1365,1529,NA,NA
21261,768,356,India,Guwahati (Gauhati),26.173547,91.750291,NA,NA,NA,768,43,71,126,161,195,252,329,431,564,675,797,878,957,1042,1140,1276,1430,NA,NA
21262,769,356,India,Gwalior,26.22361,78.17917,NA,NA,NA,769,237,266,296,342,397,465,544,621,706,779,855,961,1084,1221,1365,1534,1718,NA,NA
21274,774,356,India,Hubli-Dharwad,15.458722,75.010582,NA,NA,NA,774,192,217,245,298,367,437,516,577,639,705,776,851,932,1020,1120,1254,1405,NA,NA
21275,775,356,India,Hyderabad,17.37528,78.47444,NA,NA,NA,775,1096,1179,1241,1460,1748,2086,2487,3209,4193,4825,5445,6403,7578,8944,10279,11527,12774,NA,NA
21278,778,356,India,Indore,22.71792,75.8333,NA,NA,NA,778,302,345,389,459,546,663,808,941,1088,1314,1597,1850,2127,2441,2760,3100,3459,NA,NA
21279,779,356,India,Jabalpur,23.16697,79.95006,NA,NA,NA,779,251,300,358,431,520,621,740,812,879,981,1100,1180,1257,1337,1440,1604,1795,NA,NA
21280,780,356,India,Jaipur,26.91667,75.81667,NA,NA,NA,780,294,346,402,496,616,778,984,1209,1478,1826,2259,2623,3017,3461,3911,4386,4885,1,1
21286,786,356,India,Jamshedpur,22.8,86.18333,NA,NA,NA,786,214,260,319,378,445,538,653,735,817,938,1081,1198,1320,1451,1598,1788,2000,NA,NA
21289,788,356,India,Jodhpur,26.239232,73.015787,NA,NA,NA,788,177,199,222,261,310,388,491,570,654,743,842,968,1116,1284,1456,1641,1837,NA,NA
21295,792,356,India,Kannur,11.872888,75.371554,NA,NA,NA,792,42,44,46,50,54,87,147,252,432,610,837,1148,1575,2153,2729,3144,3513,NA,NA
21296,793,356,India,Kanpur,26.46667,80.35,NA,NA,NA,793,688,810,951,1092,1250,1420,1612,1798,2001,2294,2641,2788,2904,3021,3204,3546,3950,NA,NA
21305,796,356,India,Kochi (Cochin),9.930693,76.260069,NA,NA,NA,796,163,208,268,338,424,532,666,855,1103,1304,1523,1777,2075,2416,2759,3106,3465,3,3
21308,799,356,India,Kollam,8.88056,76.59167,NA,NA,NA,799,65,76,89,104,121,141,164,234,344,462,611,808,1069,1410,1747,2006,2246,NA,NA
21310,801,356,India,Kota,25.16645,75.856095,NA,NA,NA,801,64,85,116,154,204,266,346,427,523,604,692,821,978,1163,1348,1527,1710,NA,NA
21313,803,356,India,Kozhikode (Calicut),11.25669,75.778724,NA,NA,NA,803,156,183,216,264,324,412,528,645,781,980,1237,1560,1969,2476,2973,3384,3776,NA,NA
21318,806,356,India,Lucknow,26.85,80.91667,NA,NA,NA,806,489,560,644,720,801,892,993,1254,1614,1906,2221,2523,2854,3222,3603,4033,4493,2,2
21319,807,356,India,Ludhiana,30.9,75.85,NA,NA,NA,807,151,188,237,302,387,479,590,767,1006,1183,1368,1486,1598,1716,1860,2073,2316,NA,NA
21321,746,356,India,Chennai (Madras),13.053091,80.24875,NA,NA,NA,746,1491,1705,1915,2399,3057,3609,4203,4748,5338,5836,6353,7325,8523,9890,11241,12570,13921,7,6
21322,808,356,India,Madurai,9.93333,78.11667,NA,NA,NA,808,361,419,482,576,692,790,893,981,1073,1132,1187,1304,1443,1593,1759,1968,2201,NA,NA
21325,809,356,India,Malappuram,11.06667,76.06667,NA,NA,NA,809,25,26,28,30,32,57,112,221,437,641,875,1194,1630,2216,2799,3223,3600,NA,NA
21332,814,356,India,Meerut,28.97155,77.71934,NA,NA,NA,814,228,254,280,317,361,432,523,655,824,975,1143,1273,1406,1550,1710,1914,2140,NA,NA
21336,815,356,India,Moradabad,28.83333,78.78333,NA,NA,NA,815,160,174,190,223,266,302,340,385,436,520,626,739,871,1023,1177,1332,1493,NA,NA
21343,819,356,India,Mysore,12.29791,76.63925,NA,NA,NA,819,237,248,253,293,347,404,470,548,640,708,776,866,969,1082,1204,1352,1515,NA,NA
21347,820,356,India,Nagpur,21.15,79.1,NA,NA,NA,820,473,565,674,785,910,1075,1273,1448,1637,1849,2089,2278,2471,2675,2912,3244,3616,NA,NA
21350,822,356,India,Nashik,19.98333,73.8,NA,NA,NA,822,149,180,211,238,267,330,416,539,700,886,1117,1315,1531,1779,2030,2287,2556,NA,NA
21364,830,356,India,Patna,25.6,85.11667,NA,NA,NA,830,277,316,359,414,480,642,881,993,1087,1331,1658,1847,2022,2210,2421,2702,3016,NA,NA
21371,832,356,India,Pune (Poona),18.516057,73.861578,NA,NA,NA,832,581,680,777,924,1105,1345,1642,1998,2430,2978,3655,4270,4951,5728,6502,7285,8091,2,2
21376,834,356,India,Raipur,21.23333,81.63333,NA,NA,NA,834,88,109,136,165,200,255,327,387,453,553,680,858,1088,1374,1656,1890,2116,NA,NA
21379,836,356,India,Rajkot,22.3,70.78333,NA,NA,NA,836,126,156,189,234,291,356,434,526,638,787,974,1155,1361,1599,1838,2076,2322,NA,NA
21384,838,356,India,Ranchi,23.35,85.33333,NA,NA,NA,838,103,120,138,182,244,342,480,549,607,712,844,969,1107,1262,1423,1602,1793,NA,NA
21392,845,356,India,Salem,11.65,78.16667,NA,NA,NA,845,197,231,268,327,404,458,511,544,574,647,736,818,907,1003,1109,1244,1394,NA,NA
21411,854,356,India,Srinagar,34.083658,74.797363,NA,NA,NA,854,248,268,289,342,412,494,592,661,730,833,954,1092,1251,1429,1612,1814,2030,NA,NA
21412,855,356,India,Surat,21.16667,72.83333,NA,NA,NA,855,234,269,311,384,477,642,877,1139,1468,1984,2699,3475,4438,5650,6827,7755,8616,NA,NA
21415,857,356,India,Thiruvananthapuram,8.50694,76.95694,NA,NA,NA,857,182,208,236,302,394,454,512,636,801,965,1153,1378,1648,1965,2279,2576,2878,NA,NA
21416,859,356,India,Thrissur,10.51667,76.21667,NA,NA,NA,859,69,71,73,74,76,120,203,344,585,805,1050,1371,1790,2329,2859,3270,3651,NA,NA
21417,860,356,India,Tiruchirappalli,10.805,78.68556,NA,NA,NA,860,287,313,336,388,454,522,599,652,705,768,837,919,1009,1106,1216,1362,1525,NA,NA
21420,863,356,India,Tiruppur,11.11541,77.35456,NA,NA,NA,863,59,75,95,118,146,176,211,251,299,392,523,696,927,1230,1532,1762,1974,NA,NA
21430,867,356,India,Vadodara,22.3,73.2,NA,NA,NA,867,207,249,302,370,453,571,722,891,1096,1273,1465,1625,1794,1975,2176,2432,2716,2,1
21433,868,356,India,Varanasi (Benares),25.316426,82.982198,NA,NA,NA,868,349,409,480,537,597,680,777,887,1013,1106,1199,1304,1419,1541,1683,1880,2102,NA,NA
21435,870,356,India,Vijayawada,16.51667,80.61667,NA,NA,NA,870,155,190,229,277,335,419,527,658,821,914,999,1197,1453,1760,2063,2338,2614,NA,NA
21436,871,356,India,Visakhapatnam,17.681874,83.209685,NA,NA,NA,871,105,144,202,267,349,452,583,770,1018,1168,1309,1490,1700,1935,2178,2447,2733,NA,NA
21447,877,360,Indonesia,Bandung,-6.919393,107.608456,NA,NA,NA,877,511,679,902,1052,1170,1304,1452,1716,2035,2097,2138,2265,2399,2544,2771,3103,3433,NA,NA
21452,881,360,Indonesia,Bogor,-6.606481,106.801891,NA,NA,NA,881,113,130,149,204,300,406,535,569,596,668,751,847,954,1076,1221,1385,1541,NA,NA
21454,884,360,Indonesia,Jakarta,-6.211831,106.841646,NA,NA,NA,884,1452,1972,2679,3297,3915,4813,5984,7009,8175,8322,8390,8988,9630,10323,11298,12589,13812,9,10
21461,890,360,Indonesia,Medan,3.58333,98.66667,NA,NA,NA,890,284,358,451,532,614,876,1340,1533,1718,1816,1912,2004,2101,2204,2385,2669,2955,NA,NA
21463,892,360,Indonesia,Palembang,-2.91673,104.7458,NA,NA,NA,892,277,351,446,512,568,660,779,937,1130,1287,1459,1457,1455,1455,1527,1701,1888,NA,NA
21467,893,360,Indonesia,Pekan Baru,0.53333,101.45,NA,NA,NA,893,37,49,66,88,117,148,184,266,389,481,588,729,904,1121,1354,1556,1731,NA,NA
21472,896,360,Indonesia,Semarang,-6.9932,110.4203,NA,NA,NA,896,371,424,485,552,627,783,1009,1126,1243,1333,1427,1491,1558,1630,1761,1972,2188,NA,NA
21474,898,360,Indonesia,Surabaya,-7.288838,112.741078,NA,NA,NA,898,679,808,962,1184,1474,1736,2008,2229,2467,2544,2611,2688,2768,2853,3051,3401,3760,2,2
21479,886,360,Indonesia,Makassar (Ujung Pandang),-5.144396,119.423639,NA,NA,NA,886,223,283,361,399,418,502,629,755,902,989,1077,1200,1336,1489,1676,1895,2104,2,2
21482,902,364,Iran (Islamic Republic of),Ahvaz,31.3203,48.6693,NA,NA,NA,902,85,112,146,192,246,313,410,541,685,784,868,960,1077,1216,1355,1474,1575,1,1
21493,906,364,Iran (Islamic Republic of),Esfahan,32.65722,51.67761,NA,NA,NA,906,184,237,306,395,498,623,767,939,1090,1230,1382,1553,1714,1880,2054,2220,2364,2,2
21499,910,364,Iran (Islamic Republic of),Karaj,35.8355,51.0103,NA,NA,NA,910,7,12,22,38,67,118,239,508,753,905,1087,1317,1551,1807,2054,2239,2386,NA,NA
21508,915,364,Iran (Islamic Republic of),Mashhad,36.297,59.6062,NA,NA,NA,915,173,225,293,381,489,625,892,1327,1680,1854,2073,2348,2661,3014,3362,3639,3863,2,3
21514,919,364,Iran (Islamic Republic of),Qom,34.6401,50.8764,NA,NA,NA,919,82,96,111,129,168,227,330,492,644,752,843,938,1060,1204,1348,1467,1568,NA,NA
21520,923,364,Iran (Islamic Republic of),Shiraz,29.6036,52.5388,NA,NA,NA,923,128,160,202,254,319,400,549,779,935,1030,1115,1203,1395,1661,1915,2094,2233,1,1
21522,924,364,Iran (Islamic Republic of),Tabriz,38.08,46.2919,NA,NA,NA,924,235,277,327,386,466,567,715,915,1058,1165,1264,1369,1469,1572,1691,1822,1943,2,1
21523,925,364,Iran (Islamic Republic of),Tehran,35.69439,51.42151,NA,NA,NA,925,1041,1396,1873,2511,3290,4273,5079,5839,6365,6687,7128,7652,8059,8432,8909,9481,9990,12,12
21528,937,368,Iraq,Irbil (Erbil),36.19257,44.01062,NA,NA,NA,937,30,37,53,88,130,191,279,408,536,644,757,874,1009,1166,1348,1552,1766,1,1
21529,933,368,Iraq,Baghdad,33.34058,44.40088,NA,NA,NA,933,579,719,1019,1614,2070,2620,3145,3607,4092,4598,5200,5327,5891,6643,7544,8602,9710,1,1
21530,929,368,Iraq,Al-Basrah (Basra),30.49721,47.81491,NA,NA,NA,929,116,147,204,304,329,350,372,395,474,631,759,837,923,1019,1144,1310,1491,NA,NA
21536,930,368,Iraq,Al-Mawsil (Mosul),36.335,43.1188889,NA,NA,NA,930,145,168,205,261,322,397,489,603,736,889,1056,1236,1447,1694,1976,2276,2586,NA,NA
21540,944,368,Iraq,Sulaimaniya,35.5616667,45.4408333,NA,NA,NA,944,37,45,59,85,118,163,226,314,402,483,580,696,836,1004,1191,1379,1571,1,1
21542,945,372,Ireland,Dublin,53.33306,-6.24889,NA,NA,NA,945,626,647,661,723,771,833,903,920,916,946,989,1037,1100,1169,1260,1364,1467,2,2
21546,947,376,Israel,Hefa (Haifa),32.813261,34.991355,NA,NA,NA,947,204,228,255,286,321,379,460,555,660,784,905,996,1047,1097,1154,1230,1314,NA,NA
21549,949,376,Israel,Tel Aviv-Yafo (Tel Aviv-Jaffa),32.08088,34.78057,NA,NA,NA,949,418,556,738,882,1029,1216,1448,1724,2053,2445,2739,3024,3311,3608,3886,4137,4382,12,13
21571,963,380,Italy,Milano (Milan),45.55307,9.18344,NA,NA,NA,963,1883,2099,2395,2695,3017,3133,3168,3128,3063,3020,2985,3010,3056,3099,3124,3142,3162,16,15
21574,965,380,Italy,Napoli (Naples),40.850178,14.259213,NA,NA,NA,965,1498,1617,1758,1880,2000,2096,2186,2209,2208,2218,2232,2227,2216,2202,2193,2205,2226,7,4
21588,972,380,Italy,Roma (Rome),41.894743,12.481142,NA,NA,NA,972,1884,2143,2456,2780,3135,3300,3390,3429,3450,3425,3385,3465,3592,3718,3796,3823,3842,50,53
21597,976,380,Italy,Torino (Turin),45.068672,7.677218,NA,NA,NA,976,1011,1149,1348,1547,1760,1838,1860,1827,1775,1733,1694,1706,1737,1765,1785,1804,1825,4,5
21602,590,384,Côte d'Ivoire,Abidjan,5.345339,-4.026789,NA,NA,NA,590,65,125,192,310,548,966,1384,1716,2102,2535,3028,3545,4150,4860,5748,6729,7773,1,1
21671,999,392,Japan,Tokyo,35.6895,139.69171,NA,NA,1964,999,11275,13713,16679,20284,23298,26615,28549,30304,32530,33587,34450,35622,36834,38001,38323,37876,37190,35,35
21682,1006,398,Kazakhstan,Almaty,43.247189,76.910127,NA,NA,NA,1006,354,435,529,626,740,860,973,1030,1080,1109,1160,1275,1401,1523,1585,1654,1730,7,7
21700,1001,400,Jordan,Amman,31.95522,35.94503,NA,NA,NA,1001,90,140,218,299,388,500,636,736,851,974,1017,1062,1109,1155,1162,1251,1355,21,21
21708,1015,404,Kenya,Mombasa,-4.05466,39.66359,NA,NA,NA,1015,94,123,160,205,254,298,350,407,476,572,683,802,940,1104,1326,1619,1973,NA,NA
21711,1016,404,Kenya,Nairobi,-1.28333,36.81667,NA,NA,NA,1016,137,201,293,404,531,677,862,1090,1380,1755,2214,2677,3237,3915,4792,5870,7140,3,3
21722,602,408,Dem. People's Republic of Korea,P'yongyang,39.03385,125.75432,NA,NA,NA,602,516,577,646,769,987,1348,1842,2195,2526,2749,2777,2805,2833,2863,2945,3112,3277,NA,NA
21729,1251,410,Republic of Korea,Changwon,35.22806,128.68111,NA,NA,NA,1251,90,109,133,162,232,504,604,745,924,1041,1077,1080,1060,1039,1039,1062,1090,NA,NA
21750,1259,410,Republic of Korea,Gwangju,35.146111,126.918611,NA,NA,NA,1259,174,231,307,382,487,601,719,896,1122,1233,1343,1409,1471,1536,1599,1645,1682,NA,NA
21757,1250,410,Republic of Korea,Busan,35.10278,129.04028,NA,NA,NA,1250,948,1046,1154,1365,1813,2418,3104,3440,3772,3697,3594,3450,3329,3216,3174,3213,3264,2,3
21758,1266,410,Republic of Korea,Seoul,37.56826,126.97783,NA,NA,NA,1266,1623,2302,3301,4707,6913,8894,11178,13326,15892,16839,18034,18957,19450,19964,20525,20965,21307,43,42
21763,1254,410,Republic of Korea,Daegu,35.87028,128.59111,NA,NA,NA,1254,355,484,659,806,1048,1297,1582,1869,2203,2273,2323,2315,2279,2244,2245,2284,2328,NA,NA
21764,1255,410,Republic of Korea,Daejon,36.32139,127.41972,NA,NA,NA,1255,131,172,224,294,400,501,641,813,1032,1186,1354,1433,1498,1564,1627,1674,1711,NA,NA
21769,1018,414,Kuwait,Al Kuwayt (Kuwait City),29.353429,47.982244,NA,NA,NA,1018,63,106,179,303,553,688,891,1122,1392,1095,1300,1551,2102,2779,3202,3571,3915,10,10
21773,1022,422,Lebanon,Bayrut (Beirut),33.9,35.48333,NA,NA,NA,1022,322,425,561,733,923,1500,1623,1585,1293,1268,1487,1777,1990,2226,2252,2347,2437,9,9
21779,1023,430,Liberia,Monrovia,6.30054,-10.7969,NA,NA,NA,1023,35,40,75,121,164,226,325,514,1042,464,836,1202,1056,1264,1486,1742,2032,NA,NA
21782,1026,434,Libya,Tarabulus (Tripoli),32.87519,13.18746,NA,NA,NA,1026,106,136,174,235,398,580,662,756,862,984,1022,1058,1095,1126,1167,1249,1333,3,3
21792,1028,450,Madagascar,Antananarivo,-18.91368,47.53613,NA,NA,NA,1028,177,189,252,298,363,454,580,742,948,1169,1361,1561,2021,2610,3306,4131,5073,NA,NA
21818,1042,466,Mali,Bamako,12.65,-8,NA,NA,NA,1042,89,111,130,158,222,363,489,608,746,910,1142,1486,1933,2515,3270,4175,5231,NA,NA
21824,1045,484,Mexico,Aguascalientes,21.88333,-102.3,NA,NA,NA,1045,94,109,127,153,185,233,295,405,553,651,763,844,934,1031,1123,1208,1287,NA,NA
21830,1050,484,Mexico,Ciudad Juárez,31.73333,-106.48333,NA,NA,NA,1050,123,177,253,324,412,474,546,664,809,1001,1223,1277,1333,1390,1457,1553,1650,NA,NA
21841,1060,484,Mexico,Guadalajara,20.66667,-103.33333,NA,NA,NA,1060,403,593,870,1148,1506,1850,2269,2622,3023,3357,3724,4067,4442,4843,5210,5544,5837,1,1
21847,1063,484,Mexico,León de los Aldamas,21.123373,-101.680486,NA,NA,NA,1063,176,224,286,363,460,563,690,828,991,1127,1280,1437,1613,1807,1983,2131,2260,NA,NA
21851,1066,484,Mexico,Mérida,20.96667,-89.61667,NA,NA,NA,1066,143,173,208,235,269,351,456,538,634,717,810,888,975,1068,1156,1243,1323,1,1
21852,1067,484,Mexico,Mexicali,32.65194,-115.46833,NA,NA,NA,1067,66,108,175,217,266,302,343,458,606,684,770,850,938,1034,1124,1209,1288,NA,NA
21853,1049,484,Mexico,Ciudad de México (Mexico City),19.427318,-99.141869,NA,NA,NA,1049,3365,4294,5479,6969,8831,10734,13028,14278,15642,17017,18457,19276,20132,20999,21868,22916,23865,19,18
21855,1070,484,Mexico,Monterrey,25.66667,-100.31667,NA,NA,NA,1070,396,539,735,979,1299,1633,2049,2349,2691,3030,3405,3742,4113,4513,4875,5194,5471,1,1
21862,1077,484,Mexico,Puebla,19.041532,-98.204962,NA,NA,NA,1077,298,339,387,508,664,823,1021,1359,1790,2025,2285,2499,2733,2984,3217,3433,3628,NA,NA
21863,1079,484,Mexico,Querétaro,20.6,-100.38333,NA,NA,NA,1079,49,58,68,89,116,159,218,360,586,696,825,953,1100,1267,1417,1532,1630,NA,NA
21866,1082,484,Mexico,San Luis Potosí,22.15,-100.98333,NA,NA,NA,1082,166,185,207,250,303,378,472,561,664,755,857,945,1042,1147,1246,1340,1426,NA,NA
21871,1086,484,Mexico,Tijuana,32.53333,-117.01667,NA,NA,NA,1086,60,96,154,212,289,355,437,597,812,1058,1365,1548,1755,1987,2195,2360,2502,1,1
21872,1088,484,Mexico,Toluca de Lerdo,19.283896,-99.657254,NA,NA,NA,1088,80,95,112,134,167,317,600,824,1121,1323,1553,1736,1940,2164,2367,2539,2690,NA,NA
21873,1089,484,Mexico,Torreón,25.539231,-103.461434,NA,NA,NA,1089,217,254,296,317,344,433,544,697,882,945,1014,1111,1218,1332,1441,1546,1643,NA,NA
21882,1095,496,Mongolia,Ulaanbaatar,47.90771,106.88324,NA,NA,NA,1095,70,112,179,248,298,356,423,492,572,661,765,933,1138,1377,1579,1734,1850,NA,NA
21891,1097,504,Morocco,Dar-el-Beida (Casablanca),33.59278,-7.61916,NA,NA,NA,1097,625,778,967,1206,1505,1793,2109,2406,2682,2963,3134,3301,3405,3515,3736,4056,4361,11,13
21893,1098,504,Morocco,Fès,34.03715,-4.9998,NA,NA,NA,1098,165,215,280,322,369,433,510,594,685,785,868,960,1061,1172,1305,1439,1559,NA,NA
21896,1100,504,Morocco,Marrakech,31.63148,-8.00828,NA,NA,NA,1100,209,225,243,280,323,367,416,485,578,680,751,837,974,1134,1306,1450,1572,2,2
